,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
drMalDome58_GERM,0.0205460614152203,0.811265020026702,0.016312082777036,0.00300901201602136,0.00251568758344459,0.133068758344459,0.00550500667556742,0.00187349799732977,0.00155440587449933,0.000901535380507343,0.000356809078771696,0.000911882510013351,0.000127503337783712,0.000105807743658211,0.000579439252336449,0.000454606141522029,0.000170894526034713,0.000168224299065421,0.000317423230974633,7.87716955941255e-05,0.000177570093457944
drMalSylv7_GERM,0.0207424191936021,0.80186304565145,0.0197164278573809,0.00311729423525491,0.0030703098967011,0.138758413862046,0.00472042652449184,0.00231289570143286,0.00121559480173276,0.000946351216261246,0.000292902365878041,0.000751082972342553,0.000173275574808397,0.000248917027657448,0.000607797400866378,0.000411529490169943,0.000330556481172942,0.000125624791736088,0.000318560479840053,4.96501166277907e-05,0.000226924358547151
drMedArab1_GERM,0.126429143047683,0.180918639546515,0.10517639213071,0.0852974324774925,0.0216145381793931,0.00562620873624542,0.00750850283427809,0.0197489163054351,0.106909303101034,0.00345615205068356,0.000405135045015005,0.00168689563187729,0.00108502834278093,0.000381127042347449,0.00376558852950984,0.00080326775591864,0.000508502834278093,0.325023674558186,0.00118339446482161,0.000134711570523508,0.00233744581527176
drPotAnse1_GERM,0.0794631789403532,0.616780406531156,0.115419526824392,0.00507764078640453,0.0748080639786738,0.0780293235588137,0.00970443185604798,0.00773408863712096,0.00390603132289237,0.00185004998333889,0.000278240586471176,0.000737087637454182,0.000913695434855048,6.69776741086305e-05,0.000937687437520826,0.00188603798733755,0.000634455181606131,0.000284571809396868,0.000790403198933689,0.000207264245251583,0.00049083638787071
drUrtUren1_GERM,0.157061272061272,0.573566766566767,0.12101332001332,0.01099333999334,0.064968697968698,0.046023643023643,0.00324908424908425,0.00163936063936064,0.0118221778221778,0.000911088911088911,0.000156510156510157,0.00286080586080586,0.000522144522144522,0.00023010323010323,0.00173659673659674,0.000365634365634366,0.000156177156177156,0.000967032967032967,0.000232434232434232,9.05760905760906e-05,0.00143323343323343
lpCarDepa1_GERM,0.28131243747916,0.639484494831611,0.026646882294098,0.00258852950983661,0.00745681893964655,0.00840713571190397,0.00468289429809937,0.00314771590530177,0.00169923307769256,0.0016215405135045,0.000812937645881961,0.000656552184061354,0.000117372457485829,0.000354784928309436,0.00606802267422474,0.0105435145048349,9.30310103367789e-05,0.00231177059019673,0.00119406468822941,0.000243747915971991,0.000556518839613204
lpJunEffu1_GERM,0.0705521840613538,0.405534178059353,0.107863954651551,0.00483827942647549,0.00566388796265422,0.00742580860286762,0.00743214404801601,0.00466822274091364,0.0143997999333111,0.00257152384128043,0.00158752917639213,0.003405135045015,0.000110703567855952,0.000858619539846616,0.063538846282094,0.00960786928976325,0.000317439146382127,0.000412470823607869,0.000166388796265422,0.287600200066689,0.00144481493831277
lpLuzSylv1_GERM,0.184447219447219,0.523789876789877,0.191040626040626,0.00531801531801532,0.0640809190809191,0.00682151182151182,0.00295171495171495,0.00986280386280386,0.00281185481185481,0.0013040293040293,0.000290709290709291,0.00052014652014652,0.00031002331002331,0.000247752247752248,0.00334831834831835,0.000384282384282384,9.42390942390942e-05,0.00033966033966034,0.000291042291042291,4.0959040959041e-05,0.0017042957042957
lpPhrAust1_GERM,0.0294033333333333,0.910668666666667,0.00667166666666667,0.00160933333333333,0.011499,0.00763133333333333,0.00436033333333333,0.00151233333333333,0.000563333333333333,0.000428666666666667,0.000529,0.000274,0.000154,0.000363666666666667,0.001355,0.000391666666666667,0.000399333333333333,0.000122666666666667,0.0202266666666667,0.001643,0.000193
lpSchLacu1_GERM,0.0541304637971305,0.655965298631965,0.120677344010677,0.0425205205205205,0.051003003003003,0.00154154154154154,0.00701334668001335,0.0194087420754087,0.0021675008341675,0.0011971971971972,0.000134134134134134,0.000497163830497164,0.0350046713380047,0.000106773440106773,0.00100900900900901,0.000458792125458792,0.000820487153820487,0.000224891558224892,0.00386486486486487,0.000338004671338005,0.00191624958291625
ucDunPrim2_GERM,0.0559211756847027,0.150443219772879,0.0652895791583166,0.00573079492317969,0.00135470941883768,0.00190146960587842,0.00581028724114896,0.00108016032064128,0.0456523046092184,0.00132665330661323,0.658256513026052,0.00273346693386774,0.000316967267869071,0.000114562458249833,0.00045123580494322,0.000856045424181697,0.00164629258517034,0.000228456913827655,0.000528056112224449,0.00010688042752171,0.000251169004676019
ucPycProv1_GERM,0.222660452729694,0.291058921438083,0.198949400798935,0.0164404127829561,0.196784287616511,0.0188838215712384,0.00385685752330226,0.00383355525965379,0.0141048601864181,0.00113548601864181,0.00505093209054594,0.00167909454061252,0.00030392809587217,9.45406125166445e-05,0.00557490013315579,0.000915113182423435,0.00157090545938748,0.0121208388814913,0.0013025965379494,0.00261118508655127,0.00106790945406125
cmLunCruc20_GERM,0.297865721040189,0.36679243498818,0.128081796690307,0.00597352245862884,0.0406099290780142,0.0178430260047281,0.0095725768321513,0.000598108747044917,0.0342099290780142,0.00320756501182033,0.000521513002364066,0.0849347517730496,0.000809456264775414,0.000330496453900709,0.000531914893617021,0.000706855791962175,0.0029531914893617,0.000144208037825059,0.000650118203309693,0.000386761229314421,0.00327612293144208
