,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
icCanRust1_SOM,0.52143237841439,0.109013250425642,0.01911022281442,0.0169901547116737,0.0583625730994152,0.101585609593604,0.0077170775038863,0.0270249463320749,0.056590421200681,0.0457606040417499,0.0205063291139241,0.00077948034643571,0.000448589829002887,0.00612110444888593,1.03634613961063e-05,0.000267229254571027,0.000174698349248649,0.00233177881412392,6.51417573469539e-05,3.62721148863721e-05,0.000160633651639648,3.10903841883189e-05,0.000247242579021393,0.000692871419053964,7.40247242579021e-05,4.66355762824783e-05,0.00231845436375749,2.81293952180028e-05,0.00194536975349767,2.44281590051077e-05,0.000102894366718484
icCanRust3_SOM,0.442751599767307,0.173390779522978,0.135234874927283,0.097858493310064,0.0786729203025014,0.0126861547411286,0.00651614310645724,0.0187260034904014,0.00400523560209424,0.00953170447934846,0.00194008144269924,0.00024869109947644,0.00103112274578243,0.000102530541012216,5.30831878999418e-05,5.0174520069808e-05,0.000617364746945899,4.72658522396742e-05,7.2716695753345e-07,6.83536940081443e-05,0.000509744037230948,0.00010325770796975,5.38103548574753e-05,0.00035631180919139,0.000137434554973822,2.83595113438045e-05,0.0143404595695172,0.000802792321116928,1.67248400232693e-05,2.39965095986038e-05,9.3804537521815e-05
icCetAura1_SOM,0.25315720442196,0.155063393916682,0.0838336143901068,0.010878770845044,0.0180444694272688,0.315150833801761,0.0593635625507464,0.0186890262944226,0.004093435762913,0.0270657672849916,0.0225676097682843,0.00192867403659984,0.000639560302292174,0.0214646180750734,0.000820685778527262,0.000199862594466304,0.000262944225844732,0.000430953719317969,0.000149896945849728,0.000481543938542252,0.000554618699643995,0.000332896133907938,0.00129910686403098,0.00143026669164949,0.00108300543376429,4.99656486165761e-06,0.000248579101867466,0.000117419274248954,0.000159890075573044,0.000253575666729124,0.000229217413028543
icCocSept1_SOM,0.130438966614849,0.279038788955511,0.108220815752461,0.0095976756236583,0.199807165593308,0.0461381301354652,0.00958139018432156,0.00505551854319343,0.0111240654378562,0.144291213265231,0.0201243615367533,0.000517802946184025,0.0320923088311496,0.00142830705455622,0.000329780146568954,9.69723887778518e-05,0.000393811533052039,8.06869494411133e-05,1.36945739877119e-05,3.29410022947664e-05,0.000510030350136946,6.44015101043749e-05,0.000542231105189133,4.70056999037679e-05,0.000135465245391961,0,4.73758235250574e-05,9.17906580797986e-05,5.95899030276112e-05,5.44081723295581e-05,4.33044636908728e-05
icCryMora2_SOM,0.283228228228228,0.336918456918457,0.0218549318549319,0.0350560175560176,0.0289241164241164,0.123744513744514,0.0757461307461307,0.00853661353661354,0.00603141603141603,0.0682455532455532,0.00167244167244167,0.000789443289443289,0.000639293139293139,0.00252367752367752,5.25525525525526e-05,0.000651998151998152,0.00304631554631555,0.000165165165165165,1.96350196350196e-05,5.13975513975514e-05,0.000133980133980134,0.00043023793023793,3.75375375375375e-05,7.27650727650728e-05,4.44675444675445e-05,0.000146685146685147,0.000826980826980827,5.1975051975052e-05,9.12450912450912e-05,9.41325941325941e-05,0.000172095172095172
icHarAxyr1_SOM,0.256875929925606,0.0727847372210223,0.0802894168466523,0.00417134629229662,0.365580513558915,0.0285812335013199,0.00191360691144708,0.00455195584353252,0.00517638588912887,0.0687228221742261,0.0821396688264939,0.0002107031437485,0.0235368370530358,0.00141156707463403,0.000283657307415407,0.000236621070314375,7.67938564914807e-05,0.000547636189104872,1.72786177105832e-05,1.43988480921526e-05,1.96784257259419e-05,0.00106071514278858,6.0475161987041e-05,0.000135349172066235,0.00133429325653948,8.44732421406287e-05,7.77537796976242e-05,5.8555315574754e-05,1.53587712982961e-05,2.30381569474442e-05,7.19942404607631e-06
icLagHirt1_SOM,0.393811226166995,0.0368499342537804,0.0955929487179487,0.00499424720578567,0.141729947403024,0.00968811637080868,0.00154791255752794,0.0824958908612755,0.00523545364891519,0.21275476660092,0.000225591715976331,0.000126972386587771,0.000737590401051939,0.00197033201840894,0.0061267258382643,4.35568704799474e-05,0.000115877712031558,0.00383505917159763,5.75279421433268e-06,5.58842866535174e-05,0.000350098619329389,0.000694033530571992,4.68441814595661e-05,9.04010519395135e-06,9.82084155161078e-05,0.000113001314924392,0.000641436554898093,3.08185404339251e-05,4.60223537146614e-05,2.67094017094017e-05,0
icLocCapr1_SOM,0.145659059152306,0.108852662630026,0.175484655591782,0.0208249236660974,0.0253262950887543,0.152213941934482,0.0503803757180562,0.0920416084458935,0.00353206023909331,0.158524556228329,0.0572317963049216,0.000344666977177457,0.000726077731201159,0.000681053666614915,6.72773378874916e-06,0.000133002121823733,0.00586813641774052,0.000329141437664959,3.15685970087461e-05,6.00320861149925e-05,0.000683123738549915,3.46737049112457e-05,2.53583812037468e-05,0.000148527661336231,4.14014386999948e-06,3.57087408787455e-05,0.00039745381151995,3.10510790249961e-05,9.67758629612379e-05,3.15685970087461e-05,0.000259276509858718
icLocCrat2_SOM,0.342192080177838,0.103030405787273,0.129634150936287,0.0062028559587054,0.0331509739648092,0.22942956181003,0.00543574092912852,0.016574733431295,0.0037598432613692,0.119944237217889,0.00730228702761765,0.000303304321615614,7.53551109604009e-05,0.000642025545382616,0.000141667608605554,2.52439621717343e-05,0.000663878527561132,4.93575976790626e-05,7.91228665084209e-05,8.6658377604461e-05,6.29215176519347e-05,0.00053012320560642,2.33600843977243e-05,0.000149579895256396,3.35330243773784e-05,1.16800421988621e-05,6.97034776383708e-05,9.26867864812931e-05,5.04879243434686e-05,0.00015975283523605,9.26867864812931e-05
icMalBipu1_SOM,0.178645425749953,0.14402894230172,0.0769983230855226,0.0490584435749332,0.118895720762686,0.0559083286752376,0.00766660455872306,0.00390472641450842,0.00412645177318179,0.0165635674802807,0.318251040308055,0.000309918638593876,0.000286317620023601,0.00943916526923794,0.000224209676417614,1.30426681572573e-05,0.000183218433637662,9.688839202534e-05,3.22961306751133e-05,0.000816719458418732,0.000199987578411279,1.9253462517856e-05,0.0092043972424073,0.000162101732811627,3.97490839078318e-05,1.05583504130178e-05,0.000642196136885908,0.00405564871747096,5.3412831501149e-05,4.65809577044904e-05,0.000116762933979256
icMelMelo1_SOM,0.0983090983090983,0.285877085877086,0.0528360528360528,0.018970658970659,0.00707144707144707,0.111051911051911,0.0134469234469234,0.0244984644984645,0.000976060976060976,0.00115921115921116,0.325869685869686,0.00013986013986014,0.0394553594553595,0.00245236245236245,4.4030044030044e-05,0.00528656528656529,0.000436600436600437,0.000599400599400599,5.55000555000555e-06,0.000148000148000148,7.47400747400747e-05,9.99000999000999e-06,6.21600621600622e-05,0.00739038739038739,0.00350612350612351,0,5.95700595700596e-05,8.1030081030081e-05,5.66100566100566e-05,0.000120990120990121,4.07000407000407e-06
icNebBrev1_SOM,0.221634416453694,0.264686625289035,0.063325220072208,0.0126562816924263,0.248198044704069,0.0152902519167579,0.0130075858991522,0.0246890592673725,0.0030294917041905,0.000483956026124701,0.0134590888807756,0.000143199058861709,0.000445012372723216,0.000580909496572147,4.86795667518559e-05,0.0789619082390167,0.0343884629426798,0.000321285140562249,1.54151961380877e-05,4.13776317390775e-05,5.47645125958379e-05,0.000137925439130258,0.00051356942923208,9.04628615471989e-05,0.00313253012048193,3.28587075575027e-05,8.11326112530932e-06,0.00016551052695631,0.000416210295728368,2.63680986572553e-05,1.54151961380877e-05
icNebSali1_SOM,0.194062985140829,0.386711761661861,0.104162046277815,0.0198905891919864,0.116270422118726,0.0179662896429363,0.00833592075109041,0.00451245656834479,0.00674650698602794,0.000541879204553855,0.00118429807052562,0.000301618984253715,0.000496044947142752,0.0015191838545132,7.91010571449693e-05,0.123188437938937,0.000941820063576551,0.00232128335920751,5.17483551415687e-06,7.68832704960449e-05,4.731278184372e-05,7.76225327123531e-05,5.69231906557256e-05,0.000305315295335255,0.00643675611739484,1.47852443261625e-05,0.00358763953574333,7.02299105492718e-05,3.91808974643306e-05,2.14386042729356e-05,2.80919642197087e-05
icOcyOlen1_SOM,0.134484801362509,0.4184071976008,0.0442874597356437,0.0199037357917731,0.0343826132030064,0.139142508052871,0.0382157799252101,0.00985042023029361,0.00459143248546781,0.0504716946203118,0.0998981820874523,0.000630900810840831,0.000151060757525269,0.000473545855085342,3.14709911510978e-05,2.9249509422785e-05,0.00104705838794476,4.36891406568181e-05,0.000400607205005739,7.18279092154467e-05,3.1100744196379e-05,5.44263023436632e-05,0.000600170313599171,4.59106223851309e-05,2.40660520567218e-05,0.000470583879447592,0.000504646599281721,0.00011070383946092,5.1094079751194e-05,4.99833388870377e-05,0.00154207856640379
icPhiCogn1_SOM,0.154691532892666,0.236811981953625,0.209355786381282,0.0167930962123597,0.0994612317700136,0.0569158535305844,0.0237010806840835,0.0705702444654286,0.00253016472563215,0.0770601196096947,0.018764557758892,0.000845136921624174,0.00511278984366803,0.000329975868219494,0.000439618088343301,0.000374042597838632,0.00168712621970412,0.00010701920050362,3.93452943028014e-05,2.51809883537929e-05,0.000470045115937467,0.000259678942398489,0.00916378134508446,4.87881649354737e-05,8.23628160738642e-05,0.000260728150246564,0.000297450424929178,0.000378764033154968,0.0133616619452314,2.88532158220543e-05,3.20008393662785e-05
icPodAlpi1_SOM,0.0837222222222222,0.311467037037037,0.0207333333333333,0.153047777777778,0.0343074074074074,0.167971481481481,0.0367137037037037,0.00267851851851852,0.0472414814814815,0.00173703703703704,0.133774814814815,0.000265555555555556,0.000190740740740741,0.0036162962962963,3.33333333333333e-05,3.14814814814815e-05,0.000202222222222222,3.25925925925926e-05,4.07407407407407e-05,0.000227407407407407,3.81481481481481e-05,6.51851851851852e-05,0.00147,3.77777777777778e-05,3.88888888888889e-05,9.25925925925926e-06,3.59259259259259e-05,7.48148148148148e-05,0.000132222222222222,1e-05,5.25925925925926e-05
icPolCerv1_SOM,0.218647777777778,0.1512,0.162383703703704,0.0268414814814815,0.0394159259259259,0.0215503703703704,0.0739655555555556,0.0421755555555556,0.00131851851851852,0.0985803703703704,0.157594074074074,0.000294444444444444,0.000331851851851852,0.000296296296296296,0.000741481481481482,8.44444444444444e-05,6.25925925925926e-05,0.000245185185185185,9.81481481481482e-05,6.33333333333333e-05,9.59259259259259e-05,0.00142925925925926,0.000708518518518518,0.000298518518518518,0.000730740740740741,3.03703703703704e-05,8.33333333333333e-05,0.000144444444444444,0.000341851851851852,9.22222222222222e-05,0.000153703703703704
icPteMadi1_SOM,0.260463051568315,0.0920781499202552,0.168391281233387,0.00645560871876661,0.256536416799575,0.0200271132376396,0.018056884635832,0.0098548644338118,0.0445045188729399,0.00894098883572568,0.00347049441786284,0.00406804891015417,0.0355151515151515,0.00559914938862307,0.000419457735247209,0.0525454545454545,0.00010154173312068,9.94152046783626e-05,2.02020202020202e-05,0.010093567251462,3.7745879851143e-05,7.86815523657629e-05,0.000952153110047847,0.000109516214779373,0.00105794790005316,3.7745879851143e-05,7.23019670388091e-05,0.00023444976076555,5.84795321637427e-05,3.29611908559277e-05,8.66560340244551e-05
icPteNige1_SOM,0.772668148148148,0.0961940740740741,0.0119918518518519,0.0105948148148148,0.00478222222222222,0.0143037037037037,0.0192940740740741,0.00479111111111111,0.00083037037037037,0.000862222222222222,0.00214962962962963,0.0448311111111111,0.000836296296296296,0.000851851851851852,0.000545185185185185,0.000181481481481481,0.000487407407407407,0.000352592592592593,2.96296296296296e-06,0.00892666666666667,0.00261037037037037,5.03703703703704e-05,0.000252592592592593,3.11111111111111e-05,9.62962962962963e-05,0.000163703703703704,0.000866666666666667,1.18518518518519e-05,0.000131851851851852,0.000135555555555556,0.000171851851851852
icPyrSerr1_SOM,0.243501593655029,0.0946060336520643,0.0938959306204136,0.109869542658068,0.0251856793417834,0.231651471351271,0.0706330146023275,0.00611074049366244,0.00100956193017567,0.0926677043955229,0.0252546141872359,0.00107034319175747,0.000196427247794826,0.00120005929879179,3.63205099696094e-05,9.85842413460826e-05,0.000277963086502113,0.000420280186791194,0.000203098361870877,8.67244829886591e-05,2.96493958935587e-05,6.37462011711511e-05,0.000290564079756875,0.000232747757764436,0.000117856348676896,0,0.000595952857460529,0.000339485582981247,1.70484026387962e-05,9.56193017567267e-05,0.000241642576532503
icRhaFulv1_SOM,0.346746031746032,0.102827473668595,0.0545616377392078,0.0187983978638184,0.21830663106364,0.00689882806705237,0.0134987390594867,0.00877466251298027,0.000993917816347723,0.00661252039756713,0.0111978934876131,0.00100504376205311,0.000562972852692479,0.000234386589526776,0.000133511348464619,9.27162142115413e-05,0.00016540572615339,0.00598279187064234,3.85699451120012e-05,5.85966473816941e-05,0.000182465509568313,0.000102358700489542,0.000422044207090936,0.00176902536715621,0.00081145230677941,5.19210799584631e-06,0.000692033822874944,0.000123868862186619,0.196507936507937,0.00187435098650052,1.85432428423083e-05
icSilAtra2_SOM,0.0190109483651428,0.0202008433200178,0.0405895842580263,0.00170772303595206,0.0909309809143364,0.0028317798490901,0.00131306406273117,0.00389147802929427,0.0051520195295162,0.00134968190560734,0.00259875721260542,0.000113182423435419,0.0025229323864477,0.000469744044977068,0.805573679538393,0.00075602899837254,6.84272821423287e-05,0.000132046160674656,2.62612812546235e-05,3.66178428761651e-05,8.24826157715638e-05,5.14129309069389e-05,0.00014647137150466,9.65379494007989e-05,0.000147950880307738,0,6.47285101346353e-05,6.13996153277112e-05,4.14262464861666e-05,7.02766681461755e-06,2.47817724515461e-05
idAcrOrbc1_SOM,0.129352283662743,0.236367236657043,0.0772988378118292,0.227758531349471,0.00880079946702199,0.0792838107928048,0.186987193722703,0.00818528388481753,0.0010093271152565,0.000803538381819528,0.000589606928714191,0.000324598415870901,0.000366422385076616,0.00133503590199127,0.000224665038122733,0.000170626989414464,0.0399115404545118,0.000454511806943519,6.29210156192168e-06,0.000178399585461544,5.69990376785846e-05,0.000131023761936487,4.99666888740839e-05,0.000165075135095122,6.47716337256644e-05,0,1.55451920941594e-05,8.88296691094826e-06,4.14538455844252e-05,5.55185431934266e-05,2.22074172773706e-06
idBelPand1_SOM,0.111241901967975,0.143050971763843,0.0788167705659455,0.0143674367436744,0.363132257670211,0.089302652487471,0.121656276738785,0.00552010756631219,0.00735729128468402,0.00212626818237379,0.0341027991688058,0.000397261948417064,0.000147903679256815,0.00752475247524752,0.000154015401540154,3.78926781567046e-05,0.00021696614105855,9.47316953917614e-05,0.000254858819215255,0.000431487593203765,0.000311697836450312,0.000717516196064051,0.016641608605305,0.000109399828871776,1.65016501650165e-05,0,0.000901479036792568,9.71763843050972e-05,0.000875809803202543,5.25608116367192e-05,0.000341645275638675
idBerChal2_SOM,0.240083999536554,0.103481056656239,0.211019580581624,0.031642915073572,0.0660647665392191,0.252925501100684,0.0422251187579655,0.0162246553122466,0.00974800139033716,0.0126474336693315,0.00276561232765612,0.000530645348163596,0.000457652647433669,0.00118352450469239,3.93928861082146e-05,0.000137295794230101,0.00698528559842428,0.00024446761673039,3.47584289190129e-06,0.000397984011122697,0.000450121654501217,0.000128026879851697,5.21376433785193e-05,0.000185957594716719,2.14343645000579e-05,2.31722859460086e-06,0.000158150851581509,5.03997219325686e-05,7.99443865137296e-05,3.88135789595644e-05,2.4330900243309e-05
idBibMarc1_SOM,0.281134089392929,0.145382847824476,0.151767845230153,0.0212697353791417,0.163444518567934,0.0283974501519532,0.00782595804610481,0.184278407827441,0.00258468608702098,0.00181380179378845,0.00642502409013416,0.000326884589726484,0.000297976428730265,0.000339485582981247,0.000356533985620043,0.000267585797939367,9.63605366540657e-05,0.00147876362019124,4.4474093840338e-06,5.33689126084056e-05,0.000163812912311912,0.000411385368023127,8.52420131939812e-05,0.000650063004966274,0.000269068267734045,2.81669260988807e-05,0.000197168482692165,1.77896375361352e-05,0.00035875769031206,9.85842413460826e-05,0.000174190200874657
idBleFall4_SOM,0.228519505514842,0.032627137463913,0.0528003553186764,0.0017714116514916,0.065115108446221,0.253434006958324,0.00210526315789474,0.173612406543786,0.0792382855873862,0.000376045599230143,0.0280079946702199,0.000747649715004812,8.06869494411133e-05,0.000515952328077578,0.000137685987119698,6.51417573469539e-05,6.810274631727e-05,0.000578873343696795,0,0.000130283514693908,0.000154711673699015,0.0598216004145385,0.0195092160781701,1.40646976090014e-05,7.0323488045007e-05,1.48049448515804e-06,1.18439558812643e-05,9.10504108372196e-05,0.000307202605670294,8.51284328965875e-05,1.48049448515804e-06
idBomDisc1_SOM,0.0955310948039434,0.140588540508487,0.155165665999555,0.0342309687940108,0.0903906307908976,0.00649247646579201,0.00315617819286932,0.0120458083166555,0.00528945222741087,0.00144021940552961,0.000441034763916685,0.00101993921873842,0.000658957823734341,0.000721221555110815,7.26410199392187e-05,7.33822548365577e-05,0.000234971462456452,0.000288340375064858,0.000102290415832777,0.000507745904677192,0.000203098361870877,0.000564079756874954,8.22770736046253e-05,8.15358387072863e-06,7.56059595285746e-05,7.41234897338967e-07,0.450200874657179,1.18597583574235e-05,4.3732858942999e-05,0.000341709287673264,1.63071677414573e-05
idBomMajo1_SOM,0.251179213857428,0.0968458064993708,0.108096824339329,0.0182441335406026,0.426680731364276,0.0098519505514842,0.0373921089643941,0.0140084388185654,0.00373158634984085,0.0229765341624102,0.00131023761936487,0.00674735361610778,0.000391590791324302,9.69723887778518e-05,5.62587904360056e-05,0.000112517580872011,0.000192464283070546,0.00026500851284329,1.11037086386853e-05,4.21940928270042e-05,3.92331038566881e-05,7.62454659856392e-05,0.000501887630468577,0.000100673624990747,5.32978014656895e-05,3.70123621289511e-06,0.000437486120364202,7.40247242579021e-07,0.000490783921829891,3.3311125916056e-05,2.96098897031609e-05
idCheImpr3_SOM,0.168185382453026,0.132573605562953,0.145361739902352,0.0658965823346649,0.0512642402722296,0.0787927208166889,0.192674951915964,0.0130226364846871,0.119186270158307,0.0137520343246042,0.00199289835774523,0.000131676283473887,0.00146619322384968,0.000568131380381713,3.55082112738571e-05,0.000535582186714011,0.00125092469300192,0.00245820387631306,0.00641071164373428,0.000563692853972481,5.17828081077082e-05,0.000355082112738571,4.36455096907827e-05,0.000628051486906347,0.00213271193963604,7.39754401538689e-07,4.512501849386e-05,8.87705281846427e-06,4.36455096907827e-05,0.000397987868027815,0.000168664003550821
idChePaga1_SOM,0.16018271933718,0.185858115105785,0.172791833111407,0.0388785323272673,0.38816836810179,0.0111628939192188,0.00391699955614736,0.00983577452285841,0.0201893771267939,0.00127089806184347,0.000527444888297085,0.000574789169995561,0.000245598461310845,0.00318316318982098,0.000640627311732505,0.000159047196330818,0.000396508359224737,8.35922473738719e-05,2.21926320461607e-06,0.00130122799230655,2.81106672584702e-05,4.66045272969374e-05,2.21926320461607e-05,4.2905755289244e-05,9.39488089954135e-05,2.95901760615476e-06,2.07131232430833e-05,5.91803521230951e-06,1.10963160230803e-05,0.000355821867140109,0
idCheVern2_SOM,0.12965051286776,0.235295743504699,0.151647318960752,0.017498310914563,0.14508936797494,0.208205269946563,0.0365868189914624,0.022106135986733,0.019485903814262,0.00132485719550396,0.00228978563970272,0.000244456728702168,0.000120385725692525,0.0105994717769179,0.000123456790123457,0.000741969166513114,0.000292365333824704,8.7218229838462e-05,6.14212886186352e-07,0.00120999938578711,0.000125913641668202,0.0163755297586143,7.98476752042258e-05,0.000171365395245992,0.00026779681837725,2.39543025612677e-05,6.14212886186352e-06,0.000213131871506664,5.09796695534672e-05,7.86192494318531e-05,6.75634174804987e-06
idCheVulp2_SOM,0.356134846461949,0.121743806556891,0.128486871384068,0.00992211838006231,0.154943628541759,0.00734312416555407,0.00362928348909657,0.0333592938733126,0.17277629431835,0.000901943331849874,0.000726895119418484,0.000597092419522326,0.00185284082480344,0.000163922266726005,0.000410176531671859,0.000146120753597389,0.00016540572615339,0.00166963358552144,3.78282153983089e-05,3.11526479750779e-05,2.81857291203086e-05,0.00118083370419819,1.78015131286159e-05,0.000775107550808485,0.00188918558077437,0,0.000218068535825545,0.00036270582999555,6.45304850912327e-05,2.89274588340009e-05,0.000392375018543243
idChrBici1_SOM,0.122378044266785,0.176975349766822,0.207383596121104,0.0887171515286106,0.209410763194907,0.0686631134799023,0.0918017617884373,0.00852468724554001,0.00266377970242061,0.00690169516618551,0.00511140721000814,0.000852394699829743,0.00012843289658746,0.00235472647864387,9.77126360204308e-05,6.32911392405063e-05,0.000102894366718484,0.000257606040417499,0.000105115108446221,6.84728699385595e-05,0.000108446221037827,1.18439558812643e-05,8.84595454881931e-05,5.40380487082686e-05,3.66422385076616e-05,2.22074172773706e-06,0.00032533866311348,8.51284328965875e-06,0.000164334887852543,0.000313124583610926,0.00632504256421645
idCluTigr1_SOM,0.323843673560151,0.0354054554888444,0.0136120376547328,0.00343117633978208,0.281768957082499,0.00892335631161515,0.0112474983322215,0.00611926469498184,0.0375972870802757,0.000556296790452895,0.00517530205322067,0.00027277444222074,0.000211251945741606,0.00766436883848492,0.000261655918760655,0.162544659402565,0.000177155140464013,3.4467422726262e-05,3.3726187828923e-05,5.81869394411089e-05,1.66777851901268e-05,0.000128233637239641,0.000539248387814098,0.000349862871543992,0.0987213698020903,1.44540804981099e-05,1.33422281521014e-05,6.26343488251427e-05,7.26410199392187e-05,0.000816840856867541,0.000326143354829145
