,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
ddMerAnnu1_SOM,0.199306738962045,0.0918729666924864,0.0339442292796282,0.104105344694036,0.0462343144848954,0.193244771494965,0.155202168861348,0.135487219209915,0.00252168861347792,0.00198683191324555,0.00121378776142525,0.00317815646785438,0.0029705654531371,0.000162277304415182,0.000112316034082107,0.000333462432223083,0.00052013942680093,0.000329589465530596,0.00942989930286599,0.0167753679318358,6.85515104570101e-05,0.000103795507358637,4.64756003098373e-06,4.37645236250968e-05,0.000135941130906274,0.000512006196746708,8.13323005422153e-06,1.70410534469404e-05,3.4856700232378e-06,6.50658404337723e-05,7.35863671572424e-05,3.21456235476375e-05
dhQueRobu3_SOM,0.0815608028335301,0.0964704840613931,0.111131050767414,0.229756198347107,0.0487461629279811,0.00745100354191263,0.398305194805195,0.0118701298701299,0.000789256198347107,0.00183530106257379,0.00686009445100354,0.000541912632821724,0.000228453364817001,0.000391971664698937,0.00116351829988194,0.000649350649350649,0.000601534828807556,0.000279220779220779,0.000233766233766234,0.000576151121605667,3.36481700118064e-05,3.8370720188902e-05,7.08382526564345e-06,4.48642266824085e-05,4.36835891381346e-05,2.95159386068477e-05,0.000151711924439197,1.77095631641086e-06,2.95159386068477e-06,9.44510035419126e-06,0.000193034238488784,2.36127508854782e-06
drAilAlti1_SOM,0.154415384615385,0.0358260869565217,0.0254180602006689,0.40561872909699,0.0817277591973244,0.0259692307692308,0.141083612040134,0.00142809364548495,0.00637926421404682,0.0200327759197324,0.0048247491638796,0.014066220735786,0.00112040133779264,0.000246822742474916,9.09698996655518e-05,0.000527759197324415,0.000135785953177258,9.69899665551839e-05,0.00441872909698997,0.0680448160535117,0.000248829431438127,2.67558528428094e-05,0.0003438127090301,1.60535117056856e-05,7.02341137123746e-05,1.20401337792642e-05,4.14715719063545e-05,2.74247491638796e-05,3.94648829431438e-05,1.47157190635451e-05,0.00721204013377926,0.000474916387959866
drBuxSemp1_SOM,0.0903670212765957,0.269320478723404,0.0813091755319149,0.00409308510638298,0.0109940159574468,0.0092905585106383,0.00126063829787234,0.00350731382978723,0.00233577127659574,0.00150997340425532,0.00177393617021277,0.000714095744680851,0.0247094414893617,0.487013962765957,0.000230053191489362,0.000328457446808511,0.000344414893617021,0.00519281914893617,0.000805851063829787,0.00393550531914894,3.39095744680851e-05,0.000109042553191489,8.6436170212766e-05,9.57446808510638e-05,2.12765957446808e-05,0.000208776595744681,4.12234042553191e-05,0.000129654255319149,8.64361702127659e-06,0.00013563829787234,3.19148936170213e-05,6.11702127659575e-05
drChaAngu1_SOM,0.149242549668874,0.152837748344371,0.0160989238410596,0.170695778145695,0.0176382450331126,0.0206622516556291,0.347374586092715,0.0108257450331126,0.000778973509933775,0.00130298013245033,0.000790976821192053,0.00104387417218543,0.00920198675496689,0.00031953642384106,0.000270695364238411,0.000122930463576159,0.000786423841059603,0.000453228476821192,0.0756560430463576,0.0194279801324503,6.33278145695364e-05,0.00302069536423841,6.20860927152318e-06,6.29139072847682e-05,3.93211920529801e-05,0.000570778145695364,0.000422599337748344,2.60761589403974e-05,7.0364238410596e-06,0.000131622516556291,0.000107201986754967,1.07615894039735e-05
drFilUlma1_SOM,0.284408013544018,0.0567635440180587,0.16207618510158,0.0633318284424379,0.00793002257336343,0.0132522573363431,0.200712753950339,0.0312042889390519,0.000548532731376975,0.00130530474040632,0.14826467268623,0.00264390519187359,0.0172923250564334,0.000526523702031603,0.000264108352144469,0.00122291196388262,0.000624717832957111,0.000410270880361174,0.000740406320541761,0.00326805869074492,3.49887133182844e-05,3.78103837471783e-05,5.64334085778781e-07,0.000116817155756208,0.000652370203160271,0.00159085778781038,1.46726862302483e-05,0.000582957110609481,1.69300225733634e-06,5.24830699774266e-05,4.00677200902935e-05,8.40857787810384e-05
drHedHeli1_SOM,0.0698272757585862,0.0614021340446816,0.186659553184395,0.20008036012004,0.0344684894964988,0.133263087695899,0.00749816605535178,0.00127742580860287,0.00167189063021007,0.00178992997665889,0.0259339779926642,0.019407135711904,0.00269823274424808,9.93664554851617e-05,0.000684228076025342,0.000501167055685228,0.00207435811937312,0.00655885295098366,0.234118706235412,0.00108436145381794,0.00538546182060687,0.000262087362454151,2.33411137045682e-06,2.23407802600867e-05,0.000200066688896299,4.56818939646549e-05,4.66822274091364e-06,3.33444481493831e-07,9.33644548182728e-06,1.80060020006669e-05,0.00294731577192397,3.66788929643214e-06
drHedHeli4_SOM,0.0706129201680672,0.108930147058824,0.45071218487395,0.00764180672268908,0.00920903361344538,0.00907983193277311,0.00126260504201681,0.00238077731092437,0.00432457983193277,0.00178308823529412,0.0402205882352941,0.0230477941176471,0.00061922268907563,0.000404936974789916,0.000160714285714286,0.000418067226890756,3.78151260504202e-05,0.000167542016806723,0.268069327731092,0.000252626050420168,8.87605042016807e-05,8.98109243697479e-05,7.45798319327731e-05,9.45378151260504e-06,1.89075630252101e-05,8.92857142857143e-06,2.10084033613445e-05,1.57563025210084e-06,9.97899159663866e-06,7.40546218487395e-05,0.000173844537815126,9.34873949579832e-05
drMalDome5_SOM,0.19156,0.0473422222222222,0.175100555555556,0.0780911111111111,0.0442377777777778,0.0113316666666667,0.00275055555555556,0.00244722222222222,0.07776,0.00666,0.264504444444444,0.00725222222222222,0.00281722222222222,0.000333333333333333,0.000357222222222222,0.0399933333333333,0.00047,4.16666666666667e-05,0.04226,0.00389944444444444,5.77777777777778e-05,5.05555555555556e-05,7.5e-05,8.61111111111111e-05,4.61111111111111e-05,2.94444444444444e-05,6.55555555555556e-05,0,2.77777777777778e-06,2.77777777777778e-05,9.55555555555556e-05,0.000253333333333333
drMalDome10_SOM,0.10339916550765,0.085160407974038,0.202573481687529,0.157937413073713,0.0229193324061196,0.0514895688456189,0.00552248493277701,0.000553546592489569,0.00372137227630969,0.00162447844228095,0.250818266110338,0.0865632823365786,0.00149188687992582,0.000428372739916551,0.000884561891515994,0.00126935558646268,0.016006026889198,0.000352804821511358,0.00549374130737135,0.000654149281409365,0.000326842837273992,9.78210477515067e-05,0.000219749652294854,2.8743625405656e-05,0.000159017153453871,1.90078813166435e-05,3.47705146036161e-05,4.63606861381548e-07,2.78164116828929e-05,8.80853036624942e-06,0.000201205377839592,1.20537783959203e-05
drMalDome11_SOM,0.273552792915531,0.0897527247956403,0.146655994550409,0.115091280653951,0.0754216621253406,0.017416553133515,0.0388896457765668,0.00103337874659401,0.0123722752043597,0.00143494550408719,0.209226839237057,0.00234741144414169,0.00225953678474114,0.000196866485013624,0.00152656675749319,0.00497207084468665,0.000123637602179837,0.00149897820163488,0.00270640326975477,0.000553133514986376,0.000264986376021798,0.000454359673024523,1.8732970027248e-05,5.68801089918256e-05,0.00204870572207084,4.70027247956403e-05,2.14577656675749e-05,0,6.81198910081744e-07,1.36239782016349e-05,3.40599455040872e-05,6.81198910081744e-06
drMalDome58_SOM,0.0632801867911941,0.200104736490994,0.235745496997999,0.112001667778519,0.0210003335557038,0.0307378252168112,0.0118965977318212,0.0107294863242161,0.00211774516344229,0.00407571714476318,0.296535356904603,0.000584723148765844,0.00119613075383589,0.000314209472981988,0.00101234156104069,0.000449299533022015,0.000833555703802535,0.000127084723148766,0.000427951967978652,0.00361440960640427,1.96797865243496e-05,2.26817878585724e-05,4.00266844563042e-05,3.00200133422282e-06,0.00125183455637091,5.53702468312208e-05,0.000227818545697131,0.000240160106737825,3.33555703802535e-07,9.00600400266845e-06,0.00129386257505003,5.13675783855904e-05
drMalSylv7_SOM,0.131244925124792,0.0651564059900166,0.195028286189684,0.138822961730449,0.018279534109817,0.0234043261231281,0.00290981697171381,0.000931114808652246,0.125796672212978,0.00584093178036606,0.229973044925125,0.053257237936772,0.00126955074875208,0.000225956738768719,0.000335440931780366,0.00298768718801997,3.72712146422629e-05,0.000333111480865225,0.00182262895174709,0.000853577371048253,0.000369384359400998,0.000112811980033278,0.000321131447587354,5.4242928452579e-05,0.00030216306156406,3.59400998336106e-05,7.78702163061564e-05,2.52911813643927e-05,2.52911813643927e-05,7.08818635607321e-05,9.98336106489185e-06,8.45257903494176e-05
drMedArab1_SOM,0.0893633934535738,0.0331028724114896,0.00869004676018704,0.274052772211089,0.00925918503674015,0.00917835671342685,0.00518436873747495,0.000384769539078156,0.000867735470941884,0.00130460921843687,0.00254776219104876,0.00204008016032064,0.00688710754843019,0.00107748830995324,0.000169004676018704,0.000278557114228457,0.000133600534402138,0.000386773547094188,0.00100200400801603,0.533012024048096,0.000100200400801603,3.47361389445558e-05,0.000245824983299933,0.000468269873079492,0.000309285237140949,0.00744889779559118,0.000162992651970608,0,1.13560454241817e-05,0.000169004676018704,0.0105504342017368,0.00157648630594522
drPotAnse1_SOM,0.264647294589178,0.0339792919171677,0.00648563794255177,0.159406813627255,0.00646025384101536,0.00250567802271209,0.452303273213093,0.000749498997995992,0.00111088844355377,0.00155711422845691,0.0511536406145625,0.0002625250501002,0.0022124248496994,0.000907147628590514,0.00171409485637943,0.000148296593186373,7.81563126252505e-05,0.0011376085504342,0.00227054108216433,0.00430861723446894,0.000160320641282565,3.40681362725451e-05,4.67601870407482e-06,3.87441549766199e-05,8.68403473613894e-06,0.00204609218436874,0.000141616566466266,3.34001336005344e-06,1.20240480961924e-05,6.2124248496994e-05,4.54241816967268e-05,0.00404408817635271
drUrtUren1_SOM,0.331811666666667,0.0373956666666667,0.013796,0.0715536666666667,0.145901666666667,0.005067,0.0812176666666667,0.00756533333333333,0.250745,0.00893066666666667,0.00586733333333333,0.000340333333333333,0.000175333333333333,0.000138333333333333,0.00721966666666667,0.000470666666666667,8.6e-05,0.011529,0.000455333333333333,7e-05,5.23333333333333e-05,0.0169893333333333,5.66666666666667e-06,2e-06,4.36666666666667e-05,2.2e-05,6e-06,0.002477,7e-06,3.33333333333333e-06,4.63333333333333e-05,9e-06
eaMarGlac1_SOM,0.404127992183683,0.110708842208109,0.028647777234978,0.180656082071324,0.0248900830483635,0.116383488031265,0.0315344406448461,0.0555608207132389,0.0073771372740596,0.0182046897899365,0.00338153395212506,0.00141866145578896,0.00784269662921348,0.000732779677576942,0.000172936003908158,0.000527601367855398,0.000430874450415242,0.000944308744504152,0.0026800195407914,0.000563751831949194,3.76160234489497e-05,0.000123106985832926,1.07474352711285e-05,0.00271470444553004,4.83634587200782e-05,2.9799706888129e-05,6.35075720566683e-06,2.58915486077186e-05,5.61797752808989e-05,2.4914509037616e-05,8.30483634587201e-06,0.000127503663898388
fBarBab1_SOM,0.27473535286285,0.0143938082556591,0.00388249001331558,0.120756657789614,0.0907806258322237,0.290719374167776,0.101822902796272,0.0491264980026631,0.0150932090545939,0.000927097203728362,0.000333555259653795,0.000153462050599201,0.00220805592543276,8.22237017310253e-05,0.000306924101198402,4.19440745672437e-05,0.00190013315579228,0.000403794940079893,0.000455059920106525,8.35552596537949e-05,0.0311141810918775,0.00049866844207723,4.99334221038615e-06,4.92676431424767e-05,6.6577896138482e-05,1.69773635153129e-05,8.98801597869507e-06,4.99334221038615e-06,8.65512649800266e-06,1.09853528628495e-05,4.32756324900133e-06,4.66045272969374e-06
fBarBar1_SOM,0.372006872852234,0.302940435280641,0.0135870561282932,0.0601958762886598,0.0449306987399771,0.0238144329896907,0.0388172966781214,0.0675790378006873,0.0466317296678121,0.000897479954180985,0.00126460481099656,0.00134306987399771,0.00231328751431844,0.00217182130584192,0.000222222222222222,0.00134536082474227,0.000839060710194731,0.00100114547537228,0.000189003436426117,0.0167382588774341,6.75830469644903e-05,0.000101374570446735,3.43642611683849e-05,0.000124856815578465,0.000186712485681558,0.000291523482245132,0.000138029782359679,4.58190148911798e-06,2.86368843069874e-06,1.89003436426117e-05,0.000187857961053837,1.26002290950745e-05
fPhoGun1_SOM,0.34755423533921,0.0360283633576083,0.00783403602912994,0.013512840168647,0.00514143349942507,0.376351858949789,0.00301571483326945,0.0502215408202376,0.00248217707934074,0.000489076274434649,0.00025143733231123,0.000270601763127635,0.000449214258336527,0.00059563050977386,0.00020314296665389,0.000123802223073975,0.149330011498658,0.00238520505940974,0.000194710617094672,0.000724798773476428,0.00177539287083174,0.000250670755078574,4.06285933307781e-05,5.36604062859333e-06,0.000304331161364507,9.19892679187428e-06,6.13261786124952e-06,0.000312380222307397,7.6657723265619e-07,9.58221540820238e-06,0.000123802223073975,1.91644308164048e-06
fPlePla1_SOM,0.319177215189873,0.17791672218521,0.0348094603597602,0.303352431712192,0.0195702864756829,0.00616855429713524,0.00848301132578281,0.0872804796802132,0.000964690206528981,0.00232445036642239,0.000870086608927382,0.00173617588274484,0.00181145902731512,0.00181612258494337,0.00278614257161892,0.00312191872085276,0.0190552964690207,0.000568954030646236,0.000670219853431046,0.00151898734177215,0.000291139240506329,0.000307128580946036,1.6655562958028e-05,6.86209193870753e-05,0.000499666888740839,4.53031312458361e-05,0.000305796135909394,1.33244503664224e-05,2.66489007328448e-06,3.53097934710193e-05,0.00436575616255829,4.59693537641572e-05
fSymMel2_SOM,0.325124775905342,0.0931634994621728,0.0135507350304769,0.0905686626030835,0.239131588382933,0.00369487271423449,0.00611115095016135,0.0394159196844747,0.0139046253137325,0.00718429544639656,0.00032233775546791,0.00064897812836142,0.0012212262459663,0.000430261742560057,0.043091430620294,0.00501362495518107,0.11397310864109,0.000332735747579778,0.000206525636428828,0.000481893151667264,0.000163499462172822,0.000183578343492291,9.14306202940122e-05,6.34636070276085e-05,0.000392972391538186,0.00062244532090355,0.000592326998924346,2.65328074578702e-05,9.68088920760129e-06,0.000222301900322696,5.30656149157404e-05,6.45392613840086e-06
fTauBub2_SOM,0.246467587034814,0.0574867947178872,0.0201236494597839,0.153373349339736,0.0146116446578631,0.0137244897959184,0.00329891956782713,0.00139915966386555,0.00657382953181272,0.00372328931572629,0.00232412965186074,0.000213085234093637,0.00175030012004802,0.0002046818727491,0.00144177671068427,0.00031452581032413,0.345278511404562,0.000174669867947179,9.66386554621849e-05,0.000175870348139256,0.124696878751501,1.02040816326531e-05,3.84153661464586e-05,4.80192076830732e-05,1.86074429771909e-05,0.000352941176470588,9.00360144057623e-06,0,0.000924969987995198,0.00078391356542617,3.96158463385354e-05,0.000320528211284514
gfAgaBisp1_SOM,0.344569425901202,0.122544058744993,0.0182783711615487,0.0132536715620828,0.0357663551401869,0.159767022696929,0.00297663551401869,0.00538985313751669,0.00438184245660881,0.176523364485981,0.000918558077436582,0.000918558077436582,0.00308811748998665,0.102892523364486,0.000248998664886515,0.000175567423230975,0.00238184245660881,0.000707610146862483,0.000531375166889186,0.00271628838451268,0.000622162883845127,0.00021762349799733,0.000110146862483311,0.000277703604806409,3.87182910547397e-05,6.8758344459279e-05,0.000244993324432577,1.20160213618158e-05,4.00534045393859e-06,6.80907877169559e-05,6.80907877169559e-05,0.000237650200267023
gfLaeSulp1_SOM,0.357654618473896,0.115200133868809,0.0210615796519411,0.305127175368139,0.0785689424364123,0.0244210174029451,0.0113433734939759,0.0561907630522088,0.00390428380187416,0.00281459170013387,0.00120548862115127,0.000657295850066934,0.00248862115127175,0.00120147255689424,0.00145314591700134,0.000650602409638554,0.0140542168674699,0.00020615796519411,0.000252342704149933,0.000595716198125837,6.15796519410977e-05,0.000109772423025435,0.000132530120481928,7.56358768406961e-05,0.000114457831325301,3.94912985274431e-05,5.02008032128514e-05,1.33868808567604e-06,4.68540829986613e-06,2.20883534136546e-05,0.000325301204819277,1.13788487282463e-05
gfPleOstr1_SOM,0.337137816245007,0.0621637816245007,0.0360765645805593,0.150438748335553,0.00744940079893475,0.0535359520639148,0.00294074567243675,0.285135818908123,0.00395938748335553,0.00964780292942743,0.00139214380825566,0.0389474034620506,0.00173501997336884,0.00216111850865513,0.00016577896138482,0.00138015978695073,0.00167709720372836,0.000336218375499334,0.000490013315579228,0.000249001331557923,8.72170439414115e-05,0.000127163781624501,0.000138482023968043,2.39680426098535e-05,0.00224766977363515,4.92676431424767e-05,4.4607190412783e-05,0.000133155792276964,6.6577896138482e-07,1.33155792276964e-05,3.92809587217044e-05,7.52330226364847e-05
grTriPseu1_SOM,0.401409030544489,0.022496015936255,0.00567065073041169,0.168381806108898,0.0667715803452855,0.00707237715803453,0.00274435590969455,0.000307436918990704,0.30344422310757,0.00964276228419655,0.000308100929614874,0.000375830013280212,0.000294156706507304,0.000647410358565737,0.00233532536520584,0.00640969455511288,8.49933598937583e-05,0.000397742363877822,0.000213147410358566,0.000209827357237716,1.66002656042497e-05,5.37848605577689e-05,9.9601593625498e-06,0.000116865869853918,0.000325365205843294,9.22974767596282e-05,4.51527224435591e-05,5.31208499335989e-06,1.72642762284197e-05,6.17529880478088e-05,2.45683930942895e-05,1.46082337317397e-05
gsMetZobe1_SOM,0.21707908847185,0.0241353887399464,0.00594906166219839,0.651165549597855,0.0424711796246649,0.00189008042895442,0.0426796246648794,0.000357908847184987,0.000670241286863271,0.000517426273458445,0.000183646112600536,0.00102747989276139,0.000242627345844504,0.00801608579088472,6.97050938337802e-05,0.000151474530831099,9.6514745308311e-05,0.00130428954423592,0.000109249329758713,0.000279490616621984,1.40750670241287e-05,0.000616621983914209,4.6916890080429e-06,0.000302278820375335,3.68632707774799e-05,3.75335120643432e-05,0.00028887399463807,0,3.35120643431635e-06,0.000262064343163539,2.88203753351206e-05,8.71313672922252e-06
gzMucPiri1_SOM,0.654125584502338,0.100409485637943,0.0305277221108884,0.0497588510354041,0.00934001336005344,0.0308436873747495,0.0115136940547762,0.0149732798931196,0.0390307281229125,0.0303319973279893,0.0122565130260521,0.00103807615230461,0.00270941883767535,0.00205945223780895,0.000811623246492986,0.000635270541082164,0.00144956579826319,0.000235136940547762,0.000315297261189045,0.00295791583166333,4.34201736806947e-05,2.1376085504342e-05,0.000264529058116232,8.01603206412826e-05,5.61122244488978e-05,0.00260788243152973,1.60320641282565e-05,0.000110220440881764,0.000414829659318637,4.34201736806947e-05,0.000923847695390782,9.48563794255177e-05
icAdaBipu1_SOM,0.11027625739645,0.127501479289941,0.0369648668639053,0.0794315828402367,0.119490384615385,0.0820273668639053,0.00494452662721894,0.00175813609467456,0.00128587278106509,0.145449334319527,0.000511094674556213,0.000847263313609468,0.283358357988166,0.00055103550295858,0.00159245562130178,0.000876849112426035,0.000120192307692308,0.000534023668639053,0.000505917159763314,0.000649778106508876,1.92307692307692e-05,0.000169378698224852,3.69822485207101e-07,3.10650887573964e-05,0.000276627218934911,6.95266272189349e-05,6.25e-05,7.39644970414201e-06,0.000490754437869822,0.000105399408284024,4.95562130177515e-05,4.14201183431953e-05
icAgoFuli1_SOM,0.136086677908938,0.195466779089376,0.201285666104553,0.0461693086003373,0.194060033726813,0.0213453625632378,0.0153777403035413,0.000449578414839798,0.0026114671163575,0.00110489038785835,0.000322428330522766,0.0239028667790894,0.00336121416526138,0.000337268128161889,0.00158752107925801,0.000502866779089376,0.103224283305228,0.00035885328836425,0.000219898819561551,0.00970320404721754,0.0419345699831366,0.000139629005059022,1.75379426644182e-05,2.02360876897133e-05,3.13659359190557e-05,0.00015008431703204,8.76897133220911e-06,0,6.070826306914e-06,7.68971332209106e-05,9.47723440134907e-05,4.21585160202361e-05
icAgrCyan1_SOM,0.483404024144869,0.151653521126761,0.0356181086519115,0.0327774647887324,0.185352112676056,0.00761609657947686,0.0148181086519115,0.00178672032193159,0.0486849094567404,0.00794728370221328,0.00072635814889336,0.00219154929577465,0.0011327967806841,0.000239034205231388,0.00158953722334004,0.0216450704225352,0.00063943661971831,0.000478470824949698,0.000195975855130785,0.000178269617706237,0.000103822937625755,8.73239436619718e-05,0.000325553319919517,2.7364185110664e-05,0.000623340040241449,2.0523138832998e-05,7.92756539235412e-05,2.57545271629779e-05,7.24346076458753e-06,1.85110663983903e-05,2.01207243460765e-06,4.42655935613682e-06
icAgrMuri1_SOM,0.102414138046015,0.141698232744248,0.264990996999,0.0754204734911637,0.0117399133044348,0.313734911637212,0.00320140046682227,0.00161787262420807,0.00153884628209403,0.00250216738912971,0.000545181727242414,0.00477892630876959,0.0474074691563855,0.000184061353784595,0.0084864954984995,0.000509503167722574,0.000569856618872958,0.000502500833611204,0.00174958319439813,0.00116705568522841,0.000127709236412137,0.0069026342114038,4.06802267422474e-05,1.9673224408136e-05,4.9349783261087e-05,0.00775591863954652,4.86828942980994e-05,3.40113371123708e-05,2.00066688896299e-06,0.000159386462154051,3.33444481493831e-05,6.70223407802601e-05
icAnaMacu3_SOM,0.183007321131448,0.054738768718802,0.0738013311148086,0.120674209650582,0.0555377703826955,0.0941317803660566,0.00311613976705491,0.000975374376039933,0.000936439267886855,0.307430948419301,0.0266828618968386,0.0194056572379368,0.00557537437603993,0.000614975041597338,0.000432945091514143,0.0109470881863561,9.81697171381032e-05,0.0144089850249584,0.017079534109817,0.000350415973377704,9.68386023294509e-05,0.00967820299500832,2.06322795341098e-05,2.19633943427621e-05,0.000153410981697171,1.73044925124792e-05,5.99001663893511e-06,3.32778702163062e-07,6.32279534109817e-06,2.06322795341098e-05,2.02995008319468e-05,1.19800332778702e-05
