sample	mutsig	attribution
daPulDyse1_SOM	SBS19	0.00334134134134134
daPulDyse1_SOM	SBS20	0.00668568568568569
daPulDyse1_SOM	SBS21	0.000991991991991992
daPulDyse1_SOM	SBS22	0.000375709042375709
daPulDyse1_SOM	SBS23	2.1021021021021e-05
daPulDyse1_SOM	SBS24	8.60860860860861e-05
daPulDyse1_SOM	SBS25	4.93827160493827e-05
daPulDyse1_SOM	SBS26	1.33466800133467e-06
daPulDyse1_SOM	SBS27	2.43576910243577e-05
daPulDyse1_SOM	SBS28	1.56823490156823e-05
daPulDyse1_SOM	SBS29	5.53887220553887e-05
daPulDyse1_SOM	SBS30	0.0647797797797798
daPulDyse1_SOM	SBS31	0.000223556890223557
daScuMino1_SOM	SBS0	0.381036617842876
daScuMino1_SOM	SBS1	0.0356011984021305
daScuMino1_SOM	SBS2	0.00932756324900133
daScuMino1_SOM	SBS3	0.361030625832224
daScuMino1_SOM	SBS4	0.141619840213049
daScuMino1_SOM	SBS5	0.0113102529960053
daScuMino1_SOM	SBS6	0.0307789613848202
daScuMino1_SOM	SBS7	0.000358854860186418
daScuMino1_SOM	SBS8	0.00534487350199734
daScuMino1_SOM	SBS9	0.00107057256990679
daScuMino1_SOM	SBS10	0.000559920106524634
daScuMino1_SOM	SBS11	0.000728362183754993
daScuMino1_SOM	SBS12	0.000834886817576565
daScuMino1_SOM	SBS13	0.00128428761651132
daScuMino1_SOM	SBS14	0.000682423435419441
daScuMino1_SOM	SBS15	0.000298934753661784
daScuMino1_SOM	SBS16	0.000101198402130493
daScuMino1_SOM	SBS17	0.0121218375499334
daScuMino1_SOM	SBS18	0.00324500665778961
daScuMino1_SOM	SBS19	0.000882157123834887
daScuMino1_SOM	SBS20	7.65645805592543e-05
daScuMino1_SOM	SBS21	0.000694407456724367
daScuMino1_SOM	SBS22	7.32356857523302e-06
daScuMino1_SOM	SBS23	6.25832223701731e-05
daScuMino1_SOM	SBS24	7.3901464713715e-05
daScuMino1_SOM	SBS25	4.26098535286285e-05
daScuMino1_SOM	SBS26	0.000372170439414115
daScuMino1_SOM	SBS27	5.32623169107856e-06
daScuMino1_SOM	SBS28	7.98934753661784e-06
daScuMino1_SOM	SBS29	2.19707057256991e-05
daScuMino1_SOM	SBS30	0.000124500665778961
daScuMino1_SOM	SBS31	0.000292276964047936
daSolDulc1_SOM	SBS0	0.300518355359765
daSolDulc1_SOM	SBS1	0.154164464023495
daSolDulc1_SOM	SBS2	0.175007342143906
daSolDulc1_SOM	SBS3	0.217751835535977
daSolDulc1_SOM	SBS4	0.032803720019579
daSolDulc1_SOM	SBS5	0.0458830151737641
daSolDulc1_SOM	SBS6	0.00946696035242291
daSolDulc1_SOM	SBS7	0.0220176211453744
daSolDulc1_SOM	SBS8	0.00617033773861968
daSolDulc1_SOM	SBS9	0.000876162506118453
daSolDulc1_SOM	SBS10	0.00376015663240333
daSolDulc1_SOM	SBS11	0.000586882036221243
daSolDulc1_SOM	SBS12	0.000883015173764072
daSolDulc1_SOM	SBS13	0.000427312775330396
daSolDulc1_SOM	SBS14	0.000166421928536466
daSolDulc1_SOM	SBS15	0.000386196769456681
daSolDulc1_SOM	SBS16	0.000205580029368576
daSolDulc1_SOM	SBS17	0.00174008810572687
daSolDulc1_SOM	SBS18	0.00265932452276065
daSolDulc1_SOM	SBS19	0.0212770435633872
daSolDulc1_SOM	SBS20	0.00249290259422418
daSolDulc1_SOM	SBS21	0.000240822320117474
daSolDulc1_SOM	SBS22	0.000127753303964758
daSolDulc1_SOM	SBS23	2.05580029368576e-05
daSolDulc1_SOM	SBS24	2.10474791972589e-05
daSolDulc1_SOM	SBS25	7.9295154185022e-05
daSolDulc1_SOM	SBS26	9.78952520802741e-07
daSolDulc1_SOM	SBS27	0.0
daSolDulc1_SOM	SBS28	1.95790504160548e-06
daSolDulc1_SOM	SBS29	2.88790993636809e-05
daSolDulc1_SOM	SBS30	0.000215369554576603
daSolDulc1_SOM	SBS31	1.86000978952521e-05
dcCheAlbu1_SOM	SBS0	0.581518284574468
dcCheAlbu1_SOM	SBS1	0.0346678856382979
dcCheAlbu1_SOM	SBS2	0.0151964760638298
dcCheAlbu1_SOM	SBS3	0.0839923537234043
dcCheAlbu1_SOM	SBS4	0.0107676196808511
dcCheAlbu1_SOM	SBS5	0.0217606382978723
dcCheAlbu1_SOM	SBS6	0.0101060505319149
dcCheAlbu1_SOM	SBS7	0.000551529255319149
dcCheAlbu1_SOM	SBS8	0.0564464760638298
dcCheAlbu1_SOM	SBS9	0.00216988031914894
dcCheAlbu1_SOM	SBS10	0.0798680186170213
dcCheAlbu1_SOM	SBS11	0.0028344414893617
dcCheAlbu1_SOM	SBS12	0.00227593085106383
dcCheAlbu1_SOM	SBS13	0.000325797872340426
dcCheAlbu1_SOM	SBS14	0.000206781914893617
dcCheAlbu1_SOM	SBS15	0.00254554521276596
dcCheAlbu1_SOM	SBS16	0.000162898936170213
dcCheAlbu1_SOM	SBS17	8.90957446808511e-05
dcCheAlbu1_SOM	SBS18	0.0489860372340426
dcCheAlbu1_SOM	SBS19	0.0438846409574468
dcCheAlbu1_SOM	SBS20	6.01728723404255e-05
dcCheAlbu1_SOM	SBS21	3.9561170212766e-05
dcCheAlbu1_SOM	SBS22	6.05053191489362e-05
dcCheAlbu1_SOM	SBS23	6.64893617021277e-06
dcCheAlbu1_SOM	SBS24	0.00010405585106383
dcCheAlbu1_SOM	SBS25	7.34707446808511e-05
dcCheAlbu1_SOM	SBS26	5.18617021276596e-05
dcCheAlbu1_SOM	SBS27	2.3936170212766e-05
dcCheAlbu1_SOM	SBS28	1.99468085106383e-06
dcCheAlbu1_SOM	SBS29	0.00106848404255319
dcCheAlbu1_SOM	SBS30	0.000152925531914894
dcCheAlbu1_SOM	SBS31	0.0
dcPolAvic1_SOM	SBS0	0.232153615461513
dcPolAvic1_SOM	SBS1	0.0507100966344552
dcPolAvic1_SOM	SBS2	0.0346811062979007
dcPolAvic1_SOM	SBS3	0.239970343218927
dcPolAvic1_SOM	SBS4	0.0143605464845052
dcPolAvic1_SOM	SBS5	0.00402365878040653
dcPolAvic1_SOM	SBS6	0.37308863712096
dcPolAvic1_SOM	SBS7	0.0128047317560813
dcPolAvic1_SOM	SBS8	0.00143218927024325
dcPolAvic1_SOM	SBS9	0.00412129290236588
dcPolAvic1_SOM	SBS10	0.000807064311896035
dcPolAvic1_SOM	SBS11	0.000506831056314562
dcPolAvic1_SOM	SBS12	0.00209596801066311
dcPolAvic1_SOM	SBS13	0.000124958347217594
dcPolAvic1_SOM	SBS14	0.00135788070643119
dcPolAvic1_SOM	SBS15	0.000482505831389537
dcPolAvic1_SOM	SBS16	0.000374875041652782
dcPolAvic1_SOM	SBS17	0.00138820393202266
dcPolAvic1_SOM	SBS18	0.0213365544818394
dcPolAvic1_SOM	SBS19	0.00283272242585805
dcPolAvic1_SOM	SBS20	3.03232255914695e-05
dcPolAvic1_SOM	SBS21	0.000287904031989337
dcPolAvic1_SOM	SBS22	9.99666777740753e-07
dcPolAvic1_SOM	SBS23	1.26624458513829e-05
dcPolAvic1_SOM	SBS24	4.56514495168277e-05
dcPolAvic1_SOM	SBS25	0.000261912695768077
dcPolAvic1_SOM	SBS26	0.000108297234255248
dcPolAvic1_SOM	SBS27	0.000123958680439853
dcPolAvic1_SOM	SBS28	2.8323892035988e-05
dcPolAvic1_SOM	SBS29	7.39753415528157e-05
dcPolAvic1_SOM	SBS30	0.000359213595468177
dcPolAvic1_SOM	SBS31	1.29956681106298e-05
ddAraThal4_SOM	SBS0	0.539018060200669
ddAraThal4_SOM	SBS1	0.0266508361204013
ddAraThal4_SOM	SBS2	0.00440802675585284
ddAraThal4_SOM	SBS3	0.316677591973244
ddAraThal4_SOM	SBS4	0.00526755852842809
ddAraThal4_SOM	SBS5	0.00526822742474916
ddAraThal4_SOM	SBS6	0.00748428093645485
ddAraThal4_SOM	SBS7	0.000558528428093645
ddAraThal4_SOM	SBS8	0.00848361204013378
ddAraThal4_SOM	SBS9	0.0008561872909699
ddAraThal4_SOM	SBS10	0.000765886287625418
ddAraThal4_SOM	SBS11	0.000379933110367893
ddAraThal4_SOM	SBS12	0.00310167224080268
ddAraThal4_SOM	SBS13	0.00101538461538462
ddAraThal4_SOM	SBS14	0.000276254180602007
ddAraThal4_SOM	SBS15	0.000139799331103679
ddAraThal4_SOM	SBS16	0.000262876254180602
ddAraThal4_SOM	SBS17	0.000960535117056856
ddAraThal4_SOM	SBS18	0.000265551839464883
ddAraThal4_SOM	SBS19	0.0759103678929766
ddAraThal4_SOM	SBS20	3.41137123745819e-05
ddAraThal4_SOM	SBS21	4.88294314381271e-05
ddAraThal4_SOM	SBS22	1.07023411371237e-05
ddAraThal4_SOM	SBS23	0.000102341137123746
ddAraThal4_SOM	SBS24	0.000883612040133779
ddAraThal4_SOM	SBS25	0.000160535117056856
ddAraThal4_SOM	SBS26	0.00042742474916388
ddAraThal4_SOM	SBS27	4.68227424749164e-06
ddAraThal4_SOM	SBS28	8.69565217391304e-06
ddAraThal4_SOM	SBS29	5.48494983277592e-05
ddAraThal4_SOM	SBS30	0.000236120401337793
ddAraThal4_SOM	SBS31	0.000276923076923077
ddMerAnnu1_SOM	SBS0	0.199306738962045
ddMerAnnu1_SOM	SBS1	0.0918729666924864
ddMerAnnu1_SOM	SBS2	0.0339442292796282
ddMerAnnu1_SOM	SBS3	0.104105344694036
ddMerAnnu1_SOM	SBS4	0.0462343144848954
ddMerAnnu1_SOM	SBS5	0.193244771494965
ddMerAnnu1_SOM	SBS6	0.155202168861348
ddMerAnnu1_SOM	SBS7	0.135487219209915
ddMerAnnu1_SOM	SBS8	0.00252168861347792
ddMerAnnu1_SOM	SBS9	0.00198683191324555
ddMerAnnu1_SOM	SBS10	0.00121378776142525
ddMerAnnu1_SOM	SBS11	0.00317815646785438
ddMerAnnu1_SOM	SBS12	0.0029705654531371
ddMerAnnu1_SOM	SBS13	0.000162277304415182
ddMerAnnu1_SOM	SBS14	0.000112316034082107
ddMerAnnu1_SOM	SBS15	0.000333462432223083
ddMerAnnu1_SOM	SBS16	0.00052013942680093
ddMerAnnu1_SOM	SBS17	0.000329589465530596
ddMerAnnu1_SOM	SBS18	0.00942989930286599
ddMerAnnu1_SOM	SBS19	0.0167753679318358
ddMerAnnu1_SOM	SBS20	6.85515104570101e-05
ddMerAnnu1_SOM	SBS21	0.000103795507358637
ddMerAnnu1_SOM	SBS22	4.64756003098373e-06
ddMerAnnu1_SOM	SBS23	4.37645236250968e-05
ddMerAnnu1_SOM	SBS24	0.000135941130906274
ddMerAnnu1_SOM	SBS25	0.000512006196746708
ddMerAnnu1_SOM	SBS26	8.13323005422153e-06
ddMerAnnu1_SOM	SBS27	1.70410534469404e-05
ddMerAnnu1_SOM	SBS28	3.4856700232378e-06
ddMerAnnu1_SOM	SBS29	6.50658404337723e-05
ddMerAnnu1_SOM	SBS30	7.35863671572424e-05
ddMerAnnu1_SOM	SBS31	3.21456235476375e-05
dhQueRobu3_SOM	SBS0	0.0815608028335301
dhQueRobu3_SOM	SBS1	0.0964704840613931
dhQueRobu3_SOM	SBS2	0.111131050767414
dhQueRobu3_SOM	SBS3	0.229756198347107
dhQueRobu3_SOM	SBS4	0.0487461629279811
dhQueRobu3_SOM	SBS5	0.00745100354191263
dhQueRobu3_SOM	SBS6	0.398305194805195
dhQueRobu3_SOM	SBS7	0.0118701298701299
dhQueRobu3_SOM	SBS8	0.000789256198347107
dhQueRobu3_SOM	SBS9	0.00183530106257379
dhQueRobu3_SOM	SBS10	0.00686009445100354
dhQueRobu3_SOM	SBS11	0.000541912632821724
dhQueRobu3_SOM	SBS12	0.000228453364817001
dhQueRobu3_SOM	SBS13	0.000391971664698937
dhQueRobu3_SOM	SBS14	0.00116351829988194
dhQueRobu3_SOM	SBS15	0.000649350649350649
dhQueRobu3_SOM	SBS16	0.000601534828807556
dhQueRobu3_SOM	SBS17	0.000279220779220779
dhQueRobu3_SOM	SBS18	0.000233766233766234
dhQueRobu3_SOM	SBS19	0.000576151121605667
dhQueRobu3_SOM	SBS20	3.36481700118064e-05
dhQueRobu3_SOM	SBS21	3.8370720188902e-05
dhQueRobu3_SOM	SBS22	7.08382526564345e-06
dhQueRobu3_SOM	SBS23	4.48642266824085e-05
dhQueRobu3_SOM	SBS24	4.36835891381346e-05
dhQueRobu3_SOM	SBS25	2.95159386068477e-05
dhQueRobu3_SOM	SBS26	0.000151711924439197
dhQueRobu3_SOM	SBS27	1.77095631641086e-06
dhQueRobu3_SOM	SBS28	2.95159386068477e-06
dhQueRobu3_SOM	SBS29	9.44510035419126e-06
dhQueRobu3_SOM	SBS30	0.000193034238488784
dhQueRobu3_SOM	SBS31	2.36127508854782e-06
drAilAlti1_SOM	SBS0	0.154415384615385
drAilAlti1_SOM	SBS1	0.0358260869565217
drAilAlti1_SOM	SBS2	0.0254180602006689
drAilAlti1_SOM	SBS3	0.40561872909699
drAilAlti1_SOM	SBS4	0.0817277591973244
drAilAlti1_SOM	SBS5	0.0259692307692308
drAilAlti1_SOM	SBS6	0.141083612040134
drAilAlti1_SOM	SBS7	0.00142809364548495
drAilAlti1_SOM	SBS8	0.00637926421404682
drAilAlti1_SOM	SBS9	0.0200327759197324
drAilAlti1_SOM	SBS10	0.0048247491638796
drAilAlti1_SOM	SBS11	0.014066220735786
drAilAlti1_SOM	SBS12	0.00112040133779264
drAilAlti1_SOM	SBS13	0.000246822742474916
drAilAlti1_SOM	SBS14	9.09698996655518e-05
drAilAlti1_SOM	SBS15	0.000527759197324415
drAilAlti1_SOM	SBS16	0.000135785953177258
drAilAlti1_SOM	SBS17	9.69899665551839e-05
drAilAlti1_SOM	SBS18	0.00441872909698997
drAilAlti1_SOM	SBS19	0.0680448160535117
drAilAlti1_SOM	SBS20	0.000248829431438127
drAilAlti1_SOM	SBS21	2.67558528428094e-05
drAilAlti1_SOM	SBS22	0.0003438127090301
drAilAlti1_SOM	SBS23	1.60535117056856e-05
drAilAlti1_SOM	SBS24	7.02341137123746e-05
drAilAlti1_SOM	SBS25	1.20401337792642e-05
drAilAlti1_SOM	SBS26	4.14715719063545e-05
drAilAlti1_SOM	SBS27	2.74247491638796e-05
drAilAlti1_SOM	SBS28	3.94648829431438e-05
drAilAlti1_SOM	SBS29	1.47157190635451e-05
drAilAlti1_SOM	SBS30	0.00721204013377926
drAilAlti1_SOM	SBS31	0.000474916387959866
drBuxSemp1_SOM	SBS0	0.0903670212765957
drBuxSemp1_SOM	SBS1	0.269320478723404
drBuxSemp1_SOM	SBS2	0.0813091755319149
drBuxSemp1_SOM	SBS3	0.00409308510638298
drBuxSemp1_SOM	SBS4	0.0109940159574468
drBuxSemp1_SOM	SBS5	0.0092905585106383
drBuxSemp1_SOM	SBS6	0.00126063829787234
drBuxSemp1_SOM	SBS7	0.00350731382978723
drBuxSemp1_SOM	SBS8	0.00233577127659574
drBuxSemp1_SOM	SBS9	0.00150997340425532
drBuxSemp1_SOM	SBS10	0.00177393617021277
drBuxSemp1_SOM	SBS11	0.000714095744680851
drBuxSemp1_SOM	SBS12	0.0247094414893617
drBuxSemp1_SOM	SBS13	0.487013962765957
drBuxSemp1_SOM	SBS14	0.000230053191489362
drBuxSemp1_SOM	SBS15	0.000328457446808511
drBuxSemp1_SOM	SBS16	0.000344414893617021
drBuxSemp1_SOM	SBS17	0.00519281914893617
drBuxSemp1_SOM	SBS18	0.000805851063829787
drBuxSemp1_SOM	SBS19	0.00393550531914894
drBuxSemp1_SOM	SBS20	3.39095744680851e-05
drBuxSemp1_SOM	SBS21	0.000109042553191489
drBuxSemp1_SOM	SBS22	8.6436170212766e-05
drBuxSemp1_SOM	SBS23	9.57446808510638e-05
drBuxSemp1_SOM	SBS24	2.12765957446808e-05
drBuxSemp1_SOM	SBS25	0.000208776595744681
drBuxSemp1_SOM	SBS26	4.12234042553191e-05
drBuxSemp1_SOM	SBS27	0.000129654255319149
drBuxSemp1_SOM	SBS28	8.64361702127659e-06
drBuxSemp1_SOM	SBS29	0.00013563829787234
drBuxSemp1_SOM	SBS30	3.19148936170213e-05
drBuxSemp1_SOM	SBS31	6.11702127659575e-05
drChaAngu1_SOM	SBS0	0.149242549668874
drChaAngu1_SOM	SBS1	0.152837748344371
drChaAngu1_SOM	SBS2	0.0160989238410596
drChaAngu1_SOM	SBS3	0.170695778145695
drChaAngu1_SOM	SBS4	0.0176382450331126
drChaAngu1_SOM	SBS5	0.0206622516556291
drChaAngu1_SOM	SBS6	0.347374586092715
drChaAngu1_SOM	SBS7	0.0108257450331126
drChaAngu1_SOM	SBS8	0.000778973509933775
drChaAngu1_SOM	SBS9	0.00130298013245033
drChaAngu1_SOM	SBS10	0.000790976821192053
drChaAngu1_SOM	SBS11	0.00104387417218543
drChaAngu1_SOM	SBS12	0.00920198675496689
drChaAngu1_SOM	SBS13	0.00031953642384106
drChaAngu1_SOM	SBS14	0.000270695364238411
drChaAngu1_SOM	SBS15	0.000122930463576159
drChaAngu1_SOM	SBS16	0.000786423841059603
drChaAngu1_SOM	SBS17	0.000453228476821192
drChaAngu1_SOM	SBS18	0.0756560430463576
drChaAngu1_SOM	SBS19	0.0194279801324503
drChaAngu1_SOM	SBS20	6.33278145695364e-05
drChaAngu1_SOM	SBS21	0.00302069536423841
drChaAngu1_SOM	SBS22	6.20860927152318e-06
drChaAngu1_SOM	SBS23	6.29139072847682e-05
drChaAngu1_SOM	SBS24	3.93211920529801e-05
drChaAngu1_SOM	SBS25	0.000570778145695364
drChaAngu1_SOM	SBS26	0.000422599337748344
drChaAngu1_SOM	SBS27	2.60761589403974e-05
drChaAngu1_SOM	SBS28	7.0364238410596e-06
drChaAngu1_SOM	SBS29	0.000131622516556291
drChaAngu1_SOM	SBS30	0.000107201986754967
drChaAngu1_SOM	SBS31	1.07615894039735e-05
drFilUlma1_SOM	SBS0	0.284408013544018
drFilUlma1_SOM	SBS1	0.0567635440180587
drFilUlma1_SOM	SBS2	0.16207618510158
drFilUlma1_SOM	SBS3	0.0633318284424379
drFilUlma1_SOM	SBS4	0.00793002257336343
drFilUlma1_SOM	SBS5	0.0132522573363431
drFilUlma1_SOM	SBS6	0.200712753950339
drFilUlma1_SOM	SBS7	0.0312042889390519
drFilUlma1_SOM	SBS8	0.000548532731376975
drFilUlma1_SOM	SBS9	0.00130530474040632
drFilUlma1_SOM	SBS10	0.14826467268623
drFilUlma1_SOM	SBS11	0.00264390519187359
drFilUlma1_SOM	SBS12	0.0172923250564334
drFilUlma1_SOM	SBS13	0.000526523702031603
drFilUlma1_SOM	SBS14	0.000264108352144469
drFilUlma1_SOM	SBS15	0.00122291196388262
drFilUlma1_SOM	SBS16	0.000624717832957111
drFilUlma1_SOM	SBS17	0.000410270880361174
drFilUlma1_SOM	SBS18	0.000740406320541761
drFilUlma1_SOM	SBS19	0.00326805869074492
drFilUlma1_SOM	SBS20	3.49887133182844e-05
drFilUlma1_SOM	SBS21	3.78103837471783e-05
drFilUlma1_SOM	SBS22	5.64334085778781e-07
drFilUlma1_SOM	SBS23	0.000116817155756208
drFilUlma1_SOM	SBS24	0.000652370203160271
drFilUlma1_SOM	SBS25	0.00159085778781038
drFilUlma1_SOM	SBS26	1.46726862302483e-05
drFilUlma1_SOM	SBS27	0.000582957110609481
drFilUlma1_SOM	SBS28	1.69300225733634e-06
drFilUlma1_SOM	SBS29	5.24830699774266e-05
drFilUlma1_SOM	SBS30	4.00677200902935e-05
drFilUlma1_SOM	SBS31	8.40857787810384e-05
drHedHeli1_SOM	SBS0	0.0698272757585862
drHedHeli1_SOM	SBS1	0.0614021340446816
drHedHeli1_SOM	SBS2	0.186659553184395
drHedHeli1_SOM	SBS3	0.20008036012004
drHedHeli1_SOM	SBS4	0.0344684894964988
drHedHeli1_SOM	SBS5	0.133263087695899
drHedHeli1_SOM	SBS6	0.00749816605535178
drHedHeli1_SOM	SBS7	0.00127742580860287
drHedHeli1_SOM	SBS8	0.00167189063021007
drHedHeli1_SOM	SBS9	0.00178992997665889
drHedHeli1_SOM	SBS10	0.0259339779926642
drHedHeli1_SOM	SBS11	0.019407135711904
drHedHeli1_SOM	SBS12	0.00269823274424808
drHedHeli1_SOM	SBS13	9.93664554851617e-05
