,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
bAccGen1_SOM,0.232414195268244,0.12391602799067,0.0920856381206265,0.0096271242919027,0.0882275908030657,0.0114181939353549,0.0107387537487504,0.00802865711429523,0.179066977674109,0.17741152949017,0.0566287904031989,0.00057514161946018,0.000677107630789737,0.000557480839720093,0.00017727424191936,0.00426457847384205,0.0015454848383872,0.000112962345884705,5.2649116961013e-05,8.99700099966678e-06,0.000188937020993002,0.000134288570476508,0.000297234255248251,3.33222259246918e-05,2.33255581472842e-06,0.000753748750416528,1.13295568143952e-05,9.99666777740753e-07,2.86571142952349e-05,5.03165611462846e-05,1.6327890703099e-05,0.000103632122625791,0.000831722759080307,1.1996001332889e-05
cmLunCruc20_SOM,0.327184666666667,0.043672,0.226873333333333,0.00576333333333333,0.287645333333333,0.0115946666666667,0.0254373333333333,0.0295446666666667,0.000390666666666667,0.027784,0.00391333333333333,0.00067,0.001558,0.00310133333333333,0.000252666666666667,0.000260666666666667,0.000391333333333333,9.2e-05,7.33333333333333e-06,1.13333333333333e-05,0.000368,0.000132666666666667,0.002292,0.000115333333333333,0.000156666666666667,6e-06,0,1.4e-05,2.93333333333333e-05,7.06666666666667e-05,0.000229333333333333,0.000244666666666667,8e-05,0.000113333333333333
daBalNigr1_SOM,0.283890296765589,0.0349919973324441,0.0252070690230077,0.0853071023674558,0.33054918306102,0.00138079359786596,0.0226165388462821,0.177034678226075,0.0197955985328443,0.00321773924641547,0.00150316772257419,0.0117342447482494,0.000850616872290764,8.86962320773591e-05,0.000126042014004668,0.000441147049016339,5.76858952984328e-05,1.36712237412471e-05,0.000663554518172724,2.43414471490497e-05,0.000147382460820273,4.33477825941981e-06,0.000112037345781927,1.86728909636546e-05,6.66888962987663e-07,3.90130043347783e-05,0,3.33444481493831e-07,0.000110703567855952,4.16805601867289e-05,1.33377792597533e-06,1.06702234078026e-05,1.03367789263088e-05,8.66955651883961e-06
daMisOron1_SOM,0.245614,0.09224,0.0847366666666667,0.0280346666666667,0.0443253333333333,0.006082,0.31244,0.0612273333333333,0.042084,0.00134533333333333,0.0129486666666667,0.0418626666666667,0.023418,0.000224,0.00016,0.000279333333333333,0.000237333333333333,0.000214,0.000202,1.86666666666667e-05,0.000226,3.53333333333333e-05,0.000614,4.33333333333333e-05,6.66666666666667e-06,2.33333333333333e-05,0.000287333333333333,8.66666666666667e-06,5.8e-05,8.8e-05,2.73333333333333e-05,6.46666666666667e-05,3.06666666666667e-05,0.000792666666666667
daPulDyse1_SOM,0.308872539205873,0.12374974974975,0.0705745745745746,0.0231571571571572,0.29506039372706,0.00361227894561228,0.0100513847180514,0.0473917250583917,0.00190957624290958,0.00254988321654988,0.00104070737404071,0.0305512178845512,0.00174374374374374,0.000297630964297631,0.000692025358692025,0.000389723056389723,0.000735068401735068,0.00405672339005672,0.00202135468802135,0.000448114781448115,0.000151151151151151,6.10610610610611e-05,0.000204871538204872,0.00022022022022022,1.4014014014014e-05,3.3033033033033e-05,2.33566900233567e-05,1.06773440106773e-05,5.50550550550551e-05,0.0697547547547548,3.5035035035035e-05,0.000203203203203203,0.000165498832165499,0.000162495829162496
daScuMino1_SOM,0.3350672436751,0.0323794940079893,0.199766311584554,0.00344274300932091,0.185551264980027,0.00546005326231691,0.0170805592543276,0.16740878828229,0.000314247669773635,0.00487483355525965,0.000976697736351531,0.000946737683089214,0.0010133155792277,0.00112782956058589,0.000495339547270306,8.32223701731025e-05,0.000400133155792277,3.86151797603196e-05,0.000502663115845539,0,0.000270972037283622,0.000117177097203728,0.000238348868175766,2.39680426098535e-05,0.0415645805592543,0.000270306258322237,1.33155792276964e-06,2.66311584553928e-06,1.93075898801598e-05,5.39280958721704e-05,5.25965379494008e-05,3.92809587217044e-05,2.39680426098535e-05,0.000391478029294274
daSolDulc1_SOM,0.2943906020558,0.147982868330886,0.0421194322075379,0.18229221732746,0.066709740577582,0.00714782183064121,0.0560930004894763,0.156350954478708,0.02329270680372,0.00646108663729809,0.000755261869799315,0.00640332843857073,0.000627019089574156,0.000331375428291728,0.000230543318649046,0.000187958883994126,0.000286833088595203,0.0048947626040137,0.000408712677435144,0.000266275085658346,1.81106216348507e-05,2.54527655408713e-05,0.000273127753303965,8.95741556534508e-05,6.85266764561919e-06,5.72687224669603e-05,0,9.78952520802741e-06,4.60107684777288e-05,0.00176749877630935,7.78267254038179e-05,0.000143416544297602,1.3215859030837e-05,0.00023935389133627
dcCheAlbu1_SOM,0.625428191489362,0.0355970744680851,0.0997150930851064,0.00734507978723404,0.0662659574468085,0.00671742021276596,0.0303487367021277,0.00870844414893617,0.000839760638297872,0.0480285904255319,0.00246210106382979,0.0589644281914894,0.00279355053191489,0.000234707446808511,0.000177526595744681,0.000298537234042553,0.00378025265957447,3.59042553191489e-05,2.26063829787234e-05,0.00022373670212766,6.58244680851064e-05,2.69281914893617e-05,0.000646609042553191,3.9561170212766e-05,4.98670212765957e-06,0.000113031914893617,2.65957446808511e-06,4.98670212765957e-06,0.000700797872340426,0.000128989361702128,3.32446808510638e-06,3.65691489361702e-06,9.97340425531915e-07,0.000269946808510638
dcPolAvic1_SOM,0.280395868043985,0.0508320559813396,0.0343125624791736,0.0368497167610796,0.446418193935355,0.00297634121959347,0.00543552149283572,0.122161946017994,0.010488503832056,0.00147784071976008,0.00408363878707098,0.00089836721092969,0.000776074641786071,9.06364545151616e-05,0.00110729756747751,0.000207930689770077,9.19693435521493e-05,8.03065644785072e-05,0.000383538820393202,3.6654448517161e-06,4.19860046651116e-05,5.33155614795068e-06,1.03298900366544e-05,0.000244251916027991,1.33288903698767e-06,6.96434521826058e-05,0.000224925024991669,1.09963345551483e-05,8.66377874041986e-05,0.000205931356214595,1.36621126291236e-05,7.66411196267911e-06,6.66444518493835e-07,4.66511162945685e-06
ddAraThal4_SOM,0.65010635451505,0.0236073578595318,0.00871036789297659,0.00227157190635451,0.00682608695652174,0.00183545150501672,0.00638528428093645,0.285055518394649,0.000470234113712375,0.00799397993311037,0.000901003344481605,0.000752508361204013,0.000327090301003344,0.000881605351170569,0.000226086956521739,0.000181270903010033,0.00119531772575251,4.61538461538462e-05,5.81939799331104e-05,4.74916387959866e-05,0.000538461538461538,4.61538461538462e-05,7.35785953177258e-05,9.16387959866221e-05,4.0133779264214e-06,0.000901003344481605,3.07692307692308e-05,2.0066889632107e-06,7.09030100334448e-05,0.000262207357859532,7.29096989966555e-05,5.35117056856187e-06,1.40468227424749e-05,8.02675585284281e-06
ddMerAnnu1_SOM,0.211183191324555,0.0946316808675445,0.0659864446165763,0.0280042602633617,0.222807900852053,0.00609411309062742,0.180683965917893,0.0228845855925639,0.15209798605732,0.00427769171185128,0.00196088303640589,0.000987219209914795,0.00269054996127033,0.000109217660728118,0.000175058094500387,0.00270604182804028,0.000161502711076685,5.2285050348567e-05,7.97831138652208e-05,3.87296669248644e-07,6.04182804027885e-05,4.22153369481022e-05,4.99612703330751e-05,0.00194810224632068,1.16189000774593e-06,2.285050348567e-05,1.93648334624322e-05,9.02401239349342e-05,7.16498838109992e-05,6.27420604182804e-05,1.2006196746708e-05,2.32378001549187e-05,1.47172734314485e-05,6.58404337722695e-06
dhQueRobu3_SOM,0.0693471074380165,0.115828217237308,0.0435118063754427,0.0859374262101535,0.551132231404959,0.0181741440377804,0.00718181818181818,0.0747142857142857,0.00757910271546635,0.000938606847697757,0.00152184179456907,0.0192508854781582,0.000763282172373081,0.000380165289256198,0.00197520661157025,0.000672963400236127,0.00011038961038961,1.71192443919717e-05,5.78512396694215e-05,4.25029515938607e-05,0.000125147579693034,3.8961038961039e-05,0.000125147579693034,2.24321133412043e-05,3.8961038961039e-05,0.000177095631641086,3.12868949232586e-05,5.90318772136954e-07,1.77095631641086e-06,9.56316410861865e-05,7.91027154663518e-05,2.36127508854782e-06,0.000115702479338843,8.85478158205431e-06
drAilAlti1_SOM,0.202597324414716,0.0372421404682274,0.101166555183946,0.0284789297658863,0.336309030100334,0.00348494983277592,0.031809364548495,0.200426755852843,0.00169096989966555,0.00705150501672241,0.0288120401337793,0.00381538461538462,0.0126173913043478,0.000179264214046823,4.14715719063545e-05,0.000125083612040134,0.000218729096989967,0.000475585284280936,2.07357859531773e-05,0.000161204013377926,7.55852842809365e-05,6.68896321070234e-05,6.22073578595318e-05,0.000324414715719064,1.47157190635451e-05,2.40802675585284e-05,2.94314381270903e-05,2.2742474916388e-05,1.1371237458194e-05,0.00231772575250836,2.54180602006689e-05,8.02675585284281e-06,0.000292976588628763,0
drBuxSemp1_SOM,0.116856382978723,0.271359707446808,0.0183789893617021,0.0235824468085106,0.0037001329787234,0.0553716755319149,0.0110910904255319,0.00107779255319149,0.00283178191489362,0.00244946808510638,0.000990026595744681,0.00200997340425532,0.000976063829787234,0.487082446808511,0.000201462765957447,0.000501329787234043,0.000141622340425532,3.65691489361702e-05,0.000122340425531915,3.45744680851064e-05,9.44148936170213e-05,7.51329787234043e-05,0.000117686170212766,0.000313829787234043,1.32978723404255e-06,7.38031914893617e-05,0.000111037234042553,3.98936170212766e-06,0.000117021276595745,4.52127659574468e-05,5.91755319148936e-05,3.25797872340425e-05,0.000113696808510638,4.52127659574468e-05
drChaAngu1_SOM,0.220728476821192,0.17970488410596,0.0585384933774834,0.00744163907284768,0.400240894039735,0.00822806291390728,0.0189391556291391,0.0878762417218543,0.00649544701986755,0.00110471854304636,0.00137417218543046,0.00073385761589404,0.000836506622516556,0.000154387417218543,0.000314983443708609,0.00088203642384106,0.000444122516556291,8.52649006622517e-05,0.00439569536423841,2.06953642384106e-06,1.57284768211921e-05,4.84271523178808e-05,2.81456953642384e-05,0.000854304635761589,0,0.000206953642384106,0,4.13907284768212e-06,0.000240894039735099,1.40728476821192e-05,1.32450331125828e-05,4.3046357615894e-05,9.93377483443709e-06,0
drFilUlma1_SOM,0.261879796839729,0.0581168171557562,0.0334836343115124,0.0815914221218962,0.244094808126411,0.102024830699774,0.0110490970654628,0.0189926636568849,0.0200423250564334,0.000668735891647856,0.00117212189616253,0.158687358916479,0.00305361173814898,0.000424943566591422,0.000193002257336343,0.000651805869074492,0.000141083521444695,5.4176072234763e-05,2.93453724604966e-05,1.46726862302483e-05,0.00107731376975169,0.000133747178329571,0.000222911963882619,0.00114390519187359,1.69300225733634e-05,1.07223476297968e-05,0.000165914221218962,5.64334085778781e-07,0.000101015801354402,8.12641083521445e-05,0.00029627539503386,4.96613995485327e-05,0.000332957110609481,5.64334085778781e-07
drHedHeli1_SOM,0.324209069689897,0.0546215405135045,0.0710646882294098,0.200012670890297,0.0499003001000333,0.00367089029676559,0.124935978659553,0.135264421473825,0.00160820273424475,0.00202067355785262,0.00146015338446149,0.0116815605201734,0.00931443814604868,0.000125375125041681,0.000607869289763254,0.000789929976658886,0.000347115705235078,0.00350650216738913,0.000298099366455485,6.66888962987663e-07,7.73591197065689e-05,1.33377792597533e-05,2.5675225075025e-05,0.000143714571523841,2.00066688896299e-06,7.00233411137046e-06,7.33577859286429e-06,1.33377792597533e-06,7.33577859286429e-06,0.00413304434811604,6.20206735578526e-05,1.30043347782594e-05,1.03367789263088e-05,5.63521173724575e-05
drHedHeli4_SOM,0.346832457983193,0.115588235294118,0.0119705882352941,0.45484768907563,0.00577310924369748,0.0079453781512605,0.00870798319327731,0.0014453781512605,0.00211134453781513,0.0031922268907563,0.00142857142857143,0.0220835084033613,0.0150877100840336,0.00050577731092437,0.000181197478991597,0.000116596638655462,0.000105567226890756,5.5672268907563e-05,0.000105042016806723,5.14705882352941e-05,3.78151260504202e-05,3.83403361344538e-05,0.00136292016806723,3.15126050420168e-06,2.10084033613445e-06,1.41806722689076e-05,5.25210084033613e-07,1.05042016806723e-06,2.83613445378151e-05,2.25840336134454e-05,4.56932773109244e-05,2.46848739495798e-05,9.97899159663866e-06,0.000273109243697479
drMalDome5_SOM,0.329508333333333,0.0538494444444444,0.100951111111111,0.164393333333333,0.0538611111111111,0.0201772222222222,0.0115116666666667,0.00580388888888889,0.00212388888888889,0.0797238888888889,0.00592111111111111,0.163601666666667,0.00490166666666667,0.000253333333333333,0.000271666666666667,0.000412777777777778,0.000509444444444444,5.88888888888889e-05,3.77777777777778e-05,1e-05,1.61111111111111e-05,6.94444444444444e-05,0.000974444444444444,1.72222222222222e-05,1.33333333333333e-05,0.00015,0,0,2.11111111111111e-05,3.88888888888889e-05,7.77777777777778e-06,5.55555555555556e-06,0.000277777777777778,0.000526111111111111
drMalDome10_SOM,0.137121464997682,0.0869160871580899,0.0433036624942049,0.218461752433936,0.17058738989337,0.00656606397774687,0.0445326842837274,0.0121441817338897,0.000719517848864163,0.00301483541956421,0.00154891052387575,0.171918868799258,0.0785326842837274,0.000565600370885489,0.00110570236439499,0.0179499304589708,0.000406583217431618,0.000299026425591099,0.000190078813166435,0.000185442744552619,0.000141400092721372,0.000109874826147427,0.00328929068150209,5.09967547519703e-06,1.99350950394066e-05,1.90078813166435e-05,0,1.39082058414465e-06,8.34492350486787e-06,5.79508576726936e-05,2.45711636532221e-05,3.3843300880853e-05,3.24524802967084e-06,0.00021557719054242
drMalDome11_SOM,0.187235694822888,0.073299727520436,0.212844686648501,0.15578916893733,0.114403610354223,0.00517608991825613,0.022233651226158,0.0371297683923706,0.00126634877384196,0.0103300408719346,0.00166519073569482,0.168523501362398,0.0049291553133515,0.00020299727520436,0.00133549046321526,7.66348773841962e-05,0.00063692098092643,0.000103542234332425,0.000278269754768392,1.66893732970027e-05,0.00139645776566757,9.70708446866485e-05,0.000527588555858311,0.000134196185286104,6.81198910081744e-07,8.5149863760218e-06,0,2.72479564032698e-06,1.02179836512262e-05,0.000277588555858311,4.12125340599455e-05,6.13079019073569e-06,5.10899182561308e-06,1.53269754768392e-05
drMalDome58_SOM,0.0865957304869913,0.187167778519013,0.0429666444296197,0.254771847898599,0.122385590393596,0.00517011340893929,0.0257681787858572,0.00951167444963309,0.00493895930620414,0.00349533022014676,0.00555537024683122,0.244831220813876,0.00109973315543696,0.000282188125416945,0.00106137424949967,0.000608405603735824,0.000335223482321548,5.30353569046031e-05,4.76984656437625e-05,6.6711140760507e-06,0.00140893929286191,5.10340226817879e-05,0.000392261507671781,6.20413609072715e-05,7.6717811874583e-06,0.000127084723148766,6.43762508338893e-05,3.00200133422282e-06,7.00466977985324e-06,0.000926951300867245,4.86991327551701e-05,7.90527018012008e-05,1.83455637091394e-05,0.000150767178118746
drMalSylv7_SOM,0.143037936772047,0.0646698835274542,0.0400103161397671,0.196793344425957,0.131135108153078,0.00328785357737105,0.019367387687188,0.00646988352745424,0.000773377703826955,0.122375041597338,0.012434608985025,0.180929118136439,0.0749650582362729,0.000194675540765391,0.000178702163061564,7.45424292845258e-05,0.000588685524126456,0.000393344425956739,0.000130116472545757,0.000619966722129784,0.00016738768718802,4.09317803660566e-05,0.000722462562396007,3.99334442595674e-06,0,4.12645590682196e-05,3.89351081530782e-05,0.000106156405990017,5.9567387687188e-05,3.32778702163062e-06,2.89517470881864e-05,0.00021198003327787,0.000144758735440932,1.33111480865225e-06
drMedArab1_SOM,0.669368069472278,0.0359625918503674,0.0143921175684703,0.00379291917167669,0.0129859719438878,0.00397995991983968,0.0129091516366065,0.232014028056112,0.000394789579158317,0.000917167668670675,0.00111022044088176,0.000870407481629926,0.00153440213760855,0.000613894455577822,0.000257849031396126,0.000103540414161657,0.000104208416833667,8.48363393453574e-05,5.54442217768871e-05,0.000139612558450234,0.000189044756179025,0.000317301269205077,0.000139612558450234,0.00259318637274549,2.67201068804275e-06,2.00400801603206e-05,3.34001336005344e-06,3.74081496325985e-05,0.000648630594522378,0.00394923179692719,2.93921175684703e-05,5.54442217768871e-05,0.000418169672678691,5.3440213760855e-06
drPotAnse1_SOM,0.316284569138277,0.033684702738811,0.0162371409485638,0.00311489645958584,0.432862391449566,0.00246158984635939,0.00284903139612558,0.132701402805611,0.000421509686038744,0.00116833667334669,0.00150835003340013,0.0482698730794923,0.000227120908483634,0.000603874415497662,0.00229325317301269,4.47561790247161e-05,0.00101937207748831,0.000152972611890448,2.60521042084168e-05,0,6.01202404809619e-05,6.68002672010688e-06,0.000181696726786907,0.000561790247160989,0,0.00011623246492986,1.33600534402138e-06,2.00400801603206e-06,1.67000668002672e-05,2.60521042084168e-05,0.00295524382097528,5.3440213760855e-06,0.000120908483633935,1.46960587842351e-05
drUrtUren1_SOM,0.332126,0.0343816666666667,0.200685333333333,0.00982566666666667,0.120346666666667,0.00115233333333333,0.00352933333333333,0.00997033333333333,0.00515033333333333,0.250903666666667,0.00421966666666667,0.00685566666666667,0.000315333333333333,9.53333333333333e-05,0.0100786666666667,0.000307666666666667,0.000112,4.1e-05,0.00928266666666667,4.56666666666667e-05,2e-05,2e-05,0.000249666666666667,1.36666666666667e-05,0,1.53333333333333e-05,0.000133,3e-06,6.66666666666667e-06,1.3e-05,8.2e-05,4.33333333333333e-06,1.1e-05,3.33333333333333e-06
eaMarGlac1_SOM,0.207102589154861,0.117634587200782,0.258248168050806,0.0214040058622374,0.0610595994137763,0.00591206643869077,0.100371763556424,0.141680508060576,0.0382300928187592,0.0131587689301417,0.0220170981924768,0.00829799706888129,0.0016980947728383,0.000426966292134831,0.000243282852955545,0.000579872984855887,0.000221299462628236,3.12652662432829e-05,8.4513922813874e-05,1.95407914020518e-06,6.44846116267709e-05,0.00106448461162677,7.08353688324377e-05,8.10942843185149e-05,7.81631656082071e-06,7.52320468978994e-05,1.56326331216414e-05,6.83927699071812e-05,5.52027357107963e-05,1.90522716170005e-05,4.00586223742062e-05,1.46555935515388e-05,3.41963849535906e-06,1.51441133365901e-05
fBarBab1_SOM,0.274995672436751,0.0219923435419441,0.0691371504660453,0.00318575233022636,0.251513981358189,0.000755326231691079,0.223439081225033,0.0176188415446072,0.0546025299600533,0.0434890146471371,0.000750332889480692,0.000299600532623169,0.000295938748335553,7.88948069241012e-05,0.000185419440745672,0.00731724367509987,0.000773968042609854,0.0281344873501997,0.000749334221038615,1.09853528628495e-05,1.06524633821571e-05,6.32490013315579e-05,0.000439414114513981,1.89747003994674e-05,3.66178428761651e-06,8.98801597869507e-06,5.32623169107856e-06,6.6577896138482e-07,2.49667110519308e-05,3.69507323568575e-05,1.19840213049268e-05,5.32623169107856e-06,1.8641810918775e-05,2.52996005326232e-05
fBarBar1_SOM,0.290399770904926,0.289294387170676,0.139820733104238,0.00661111111111111,0.074393470790378,0.00425544100801833,0.0189931271477663,0.026422107674685,0.095557273768614,0.0470177548682703,0.000948453608247423,0.00149026345933562,0.0014438717067583,0.00138316151202749,0.0002737686139748,0.00034077892325315,0.000254295532646048,7.44558991981672e-05,7.44558991981672e-05,7.44558991981672e-06,0.000165521191294387,2.52004581901489e-05,8.53379152348224e-05,0.000124284077892325,1.77548682703322e-05,6.815578465063e-05,2.34822451317297e-05,2.57731958762887e-05,2.17640320733104e-05,0.000210767468499427,4.00916380297824e-05,5.32646048109966e-05,6.01374570446735e-05,2.23367697594502e-05
fPhoGun1_SOM,0.37441855116903,0.0435653507090839,0.0150260636259103,0.0046807205825987,0.0139417401303181,0.00241855116903028,0.299949405902645,0.0256381755461863,0.0523545419701035,0.00681487159831353,0.000386738213875048,0.000346492909160598,0.000278650824070525,0.000420084323495592,0.000231123035645841,0.15469106937524,0.000116903027980069,0.000707167497125335,0.000287083173629743,9.96550402453047e-06,0.000541970103487926,2.64469145266386e-05,0.00164775776159448,1.14986584898429e-05,9.19892679187428e-06,7.51245688003066e-05,0.000573016481410502,4.98275201226524e-06,1.07320812571867e-05,0.000124952088922959,0.000567650440781909,3.83288616328095e-06,5.82598696818704e-05,6.13261786124952e-05
fPlePla1_SOM,0.287403730846103,0.254368421052632,0.0954237175216522,0.0152711525649567,0.0591299133910726,0.00827714856762158,0.012981345769487,0.159820119920053,0.0726988674217189,0.00131645569620253,0.00193937375083278,0.00115589606928714,0.00211592271818787,0.00106995336442372,0.00252831445702865,0.0134696868754164,0.000443037974683544,0.0007381745502998,0.000285143237841439,4.19720186542305e-05,0.00065489673550966,4.73017988007995e-05,0.00303664223850766,8.927381745503e-05,0.000217854763491006,6.66222518321119e-05,5.72951365756163e-05,1.39906728847435e-05,0.000125916055962692,0.00479880079946702,0.000165223184543638,1.99866755496336e-05,0.000179213857428381,4.86342438374417e-05
