,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
fSymMel2_SOM,0.285275367515238,0.0796439584080316,0.311674435281463,0.00896701326640373,0.0575098601649337,0.00268877733954823,0.00578809609178917,0.00710433847257081,0.0434019361778415,0.0221939763356042,0.00490892793115812,0.000305127285765507,0.000515238436715669,0.000609537468626748,0.0422413051272858,0.1242269630692,0.000352814628899247,6.23879526712083e-05,9.5016134815346e-05,2.00788813194693e-05,0.000287199713158838,2.86841161706705e-05,0.000238436715668698,0.000730369307995697,2.86841161706705e-06,0.000394048045894586,8.24668339906777e-06,8.10326281821441e-05,0.000113302258874148,0.000148081749731086,0.000183219792040158,0.000178917174614557,1.07565435640014e-05,9.68088920760129e-06
fTauBub2_SOM,0.215799519807923,0.067063025210084,0.0203151260504202,0.015890756302521,0.0182208883553421,0.00236314525810324,0.0142917166866747,0.144752701080432,0.00115066026410564,0.00936974789915966,0.00364105642256903,0.00189195678271309,0.000354741896758703,0.000130252100840336,0.00255222088835534,0.353019807923169,0.00305222088835534,0.122280912364946,3.96158463385354e-05,4.92196878751501e-05,0.00010984393757503,2.1608643457383e-05,0.00117887154861945,0.000268307322929172,9.60384153661465e-06,1.32052821128451e-05,6.60264105642257e-06,0.000874549819927971,0.000815726290516206,0.000222689075630252,0.000156662665066026,1.50060024009604e-05,7.20288115246098e-05,6.00240096038415e-06
gfAgaBisp1_SOM,0.369986648865154,0.123070093457944,0.0630707610146862,0.00942122830440587,0.0115200267022697,0.00687116154873164,0.15995126835781,0.00305073431241656,0.00472963951935915,0.00472029372496662,0.161257009345794,0.00157877169559413,0.000953271028037383,0.0717229639519359,0.000291722296395194,0.00251068090787717,0.000269692923898531,0.000437917222963952,0.000287716955941255,0.000133511348464619,1.46862483311081e-05,0.000309078771695594,0.00220894526034713,0.000222296395193591,4.67289719626168e-06,9.47930574098798e-05,7.34312416555407e-06,9.34579439252336e-06,0.000137516688918558,6.8758344459279e-05,5.07343124165554e-05,8.34445927903872e-05,0.000136181575433912,0.000817089452603471
gfLaeSulp1_SOM,0.349768406961178,0.116135876840696,0.13896452476573,0.0153025435073628,0.101321285140562,0.00493574297188755,0.016876171352075,0.178061579651941,0.0490120481927711,0.00584939759036145,0.00269477911646586,0.00216532797858099,0.000655957161981258,0.000870147255689424,0.00117001338688086,0.0139772423025435,0.000264390896921017,8.23293172690763e-05,5.35475234270415e-05,0.000155957161981258,0.000320615796519411,0.000104417670682731,0.00028714859437751,4.88621151271754e-05,3.74832663989291e-05,7.2958500669344e-05,6.69344042838019e-06,2.34270414993307e-05,5.95716198125837e-05,4.28380187416332e-05,7.69745649263722e-05,4.35073627844712e-05,0.00055421686746988,4.01606425702811e-06
gfPleOstr1_SOM,0.294621171770972,0.0581205059920107,0.0133182423435419,0.0238089214380826,0.00938348868175766,0.00490745672436751,0.0506837549933422,0.172194407456724,0.308152463382157,0.00318375499334221,0.00718175765645806,0.00115645805592543,0.0403209054593875,0.00227030625832224,0.000115179760319574,0.00582356857523302,0.000330892143808256,0.000125166444740346,0.000119840213049268,8.38881491344873e-05,0.00157190412782956,2.79627163781624e-05,0.00164980026631158,5.05992010652463e-05,0,3.06258322237017e-05,0.000130492676431425,9.32090545938748e-06,1.79760319573901e-05,1.59786950732357e-05,3.72836218375499e-05,0.00026098535286285,5.99201065246338e-06,0.000288948069241012
grTriPseu1_SOM,0.366985391766268,0.0259302788844622,0.0540192563081009,0.00281540504648074,0.118265604249668,0.00218326693227092,0.00289774236387782,0.0927556440903054,0.000375830013280212,0.323573041168659,0.00616865869853918,0.000388446215139442,0.000348605577689243,0.00047410358565737,0.000663346613545817,8.43293492695883e-05,0.000142762284196547,4.44887118193891e-05,3.65205843293493e-05,1.32802124833997e-05,0.000387782204515272,7.03851261620186e-05,0.000599601593625498,6.90571049136786e-05,0.000377822045152722,7.23771580345286e-05,0,1.19521912350598e-05,2.25763612217795e-05,8.63213811420983e-06,0.000158698539176627,2.52324037184595e-05,2.58964143426295e-05,3.98406374501992e-06
gsMetZobe1_SOM,0.198043565683646,0.0230375335120643,0.0336045576407507,0.00236729222520107,0.159142091152815,0.00334182305630027,0.001828418230563,0.557582439678284,0.000340482573726542,0.000627345844504021,0.000499329758713137,0.000273458445040215,0.00133646112600536,0.0138753351206434,0.000146112600536193,8.10991957104558e-05,0.00190415549597855,8.04289544235925e-06,0.000756032171581769,1.34048257372654e-06,3.75335120643432e-05,0.000473190348525469,3.28418230563003e-05,3.75335120643432e-05,0.000160187667560322,0.000140080428954424,1.34048257372654e-06,3.61930294906166e-05,0.000225201072386059,1.34048257372654e-06,2.07774798927614e-05,1.67560321715818e-05,3.35120643431635e-06,1.67560321715818e-05
gzMucPiri1_SOM,0.582197728790915,0.105321309285237,0.0187274549098196,0.015810955243821,0.0197401469605878,0.0108383433533734,0.0230581162324649,0.0744696058784235,0.0153226452905812,0.044935203740815,0.0394195056780227,0.0150420841683367,0.000535738142952572,0.00212558450233801,0.00053373413493654,0.00242084168336673,0.0204682698730795,9.61923847695391e-05,7.54843019372078e-05,2.07080828323313e-05,4.60921843687375e-05,0.00055377421509686,0.000513694054776219,0.00322712090848363,0.000291917167668671,2.33800935203741e-05,0.000104208416833667,0.000521042084168337,3.13961255845023e-05,0.000581162324649299,0.0022625250501002,7.2812291249165e-05,0.000142284569138277,0.000468937875751503
icAdaBipu1_SOM,0.343943047337278,0.119111686390533,0.169158653846154,0.0239966715976331,0.0484260355029586,0.00886612426035503,0.110940458579882,0.0151819526627219,0.00192640532544379,0.00134689349112426,0.146830621301775,0.000644600591715976,0.00189127218934911,0.000671227810650888,0.00299297337278107,0.000192307692307692,0.00015939349112426,2.36686390532544e-05,8.54289940828402e-05,7.39644970414201e-07,0.000841346153846154,3.2914201183432e-05,0.000836538461538462,4.25295857988166e-05,9.98520710059172e-06,2.14497041420118e-05,3.25443786982249e-05,0.000961168639053254,0.000194526627218935,0.000139792899408284,0.000142381656804734,8.69082840236686e-05,2.5887573964497e-05,0.000241863905325444
icAgoFuli1_SOM,0.121363912310287,0.184801349072513,0.247435413153457,0.00743035413153457,0.0368259696458685,0.187951770657673,0.0144161888701518,0.0207635750421585,0.000535244519392917,0.00119595278246206,0.00102327150084317,0.000292074198988196,0.0317315345699831,0.000332546374367622,0.00211838111298482,0.0973801011804385,0.000476222596964587,0.0429726812816189,0.000105227655986509,4.38448566610455e-06,3.44013490725126e-05,1.07925801011804e-05,0.000454974704890388,2.49578414839798e-05,4.04721753794266e-06,5.39629005059022e-06,4.38448566610455e-06,4.51939291736931e-05,6.94772344013491e-05,4.8566610455312e-05,0.000101180438448567,1.68634064080944e-05,1.58516020236088e-05,7.75716694772344e-06
icAgrCyan1_SOM,0.465080885311871,0.137476861167002,0.235983903420523,0.0380354124748491,0.0318523138832998,0.00397062374245473,0.00736579476861167,0.00592112676056338,0.00249778672032193,0.0566905432595573,0.004420523138833,0.00107726358148893,0.00332354124748491,0.000189134808853119,0.00112273641851107,0.000672032193158954,0.00013158953722334,5.83501006036217e-05,0.000131187122736418,0.000282494969818913,0.00115010060362173,5.23138832997988e-05,0.00197464788732394,9.21529175050302e-05,1.60965794768612e-06,4.98993963782696e-05,1.20724346076459e-06,2.8169014084507e-06,1.20724346076459e-05,0.000162173038229376,4.50704225352113e-05,0.000115090543259557,4.02414486921529e-05,1.64989939637827e-05
