TOL1	TOL2	TOL3	TOL4	TOL5	TOL6	TOL7	TOL8	TOL9	TOL10	TOL11	TOL12	TOL13	TOL14	TOL15	TOL16	TOL17	TOL18	TOL19	TOL20	TOL21	TOL22	TOL23	TOL24	TOL25	TOL26	TOL27	TOL28	TOL29	TOL30	TOL31
TOL21	0.4918342806970115	0.5938375695889443	0.17387925798710663	0.22659270606095194	0.3676850110638497	0.13663700302163936	0.24819451615884397	0.26404529436837443	0.5001112980591239	0.5363101053312707	0.38260681953850856	0.44723742374111697	0.29189143711256993	0.9193429584158419	0.6183862994362324	0.236629305505954	0.18387531591535	0.3290605872333268	0.3699671420989323	0.5675596314054836	0.3720411412948246	0.2883375983274765	0.4235795617167713	0.40486387049246797	0.244686649696569	0.17579043771113081	0.18378250403400706	0.4393739081149362	0.24491574633724733	0.4332662770913956	0.3909571157805915
TOL22	0.32573243562170756	0.3098610794029114	0.11279124540366538	0.1676570980198617	0.2853377477378482	0.10506948272023969	0.1595367408854468	0.23190501821984602	0.11708300085100236	0.28446868915352136	0.23085513024598983	0.24940078961994774	0.1385292434489443	0.42210458112012506	0.13348677168916206	0.0977833018125182	0.1447480701458556	0.28834039721131255	0.24494469083132986	0.9923038682014779	0.27665639348065985	0.2785379607822891	0.24523793339958516	0.09516198311017256	0.12894487874117394	0.13456829444130197	0.08469058071774363	0.09034405255673668	0.20671003383175146	0.41490631693246594	0.2681000030986392
TOL23	0.3520310559627328	0.3093722893177378	0.16753743121957937	0.19194279574239478	0.3219551640743484	0.14568573044778263	0.17942952716429864	0.20129035566085204	0.17575594257634425	0.3053352652538886	0.28049200324585355	0.6154568352038501	0.5771646986053698	0.2557956903801772	0.2951837067984126	0.09789729340335092	0.12443636446958385	0.2997763151708741	0.7149559011891364	0.14826566477859698	0.1971070633981866	0.19564043090328223	0.4447937657146912	0.3896574340920412	0.9577354791876154	0.2069479509712662	0.2690942052053726	0.22515403283989727	0.5326050115215534	0.3903118502236615	0.39210596133323294
TOL24	0.5538940518027559	0.5273007046693661	0.26390610529653374	0.3149231767143993	0.5386459908214483	0.25869135164441276	0.22064992364636593	0.3552926810397624	0.2999865912568251	0.5489655680967963	0.5991517856679096	0.5885234018874226	0.41932437543108336	0.5241051238164374	0.41533204573956767	0.16400498965454097	0.3688722772637305	0.6576338430950411	0.49193182701032667	0.42160381785398443	0.8166824394737877	0.48256168971906926	0.4562273836091353	0.24899959602027452	0.25583123856662954	0.3252014016965697	0.2571464518072677	0.24297463390369736	0.35601635954552124	0.47930785802374315	0.4945439484471299
TOL25	0.5273282445224654	0.4537634311799068	0.2541642755000451	0.2945031758533807	0.4830382291925232	0.2584189162097048	0.29351906380351034	0.32024082436085777	0.2579602912750932	0.46301434166845823	0.399506737557324	0.6306834719845138	0.5467550430518799	0.2848239544785061	0.35803032224555736	0.22230820431025106	0.20080902411491874	0.43722339078531347	0.7612590023938955	0.3141338359364731	0.3285544352281747	0.3537558992958964	0.530043140516788	0.2854201902750776	0.5495877552457642	0.5146698339205698	0.2731705702222802	0.20926020357314834	0.3363259730416196	0.6258497108837436	0.49851172377495195
TOL26	0.4293521799086393	0.5396731856902326	0.15562234888490822	0.18764755901361266	0.3151213821781567	0.10743461603443327	0.2696761265191346	0.24988126536403038	0.37393232941114796	0.5471221259193866	0.4705321562113871	0.3795395142298517	0.3138790623648374	0.4784154417097128	0.7682558904592354	0.1626990183311792	0.14318585830892744	0.24218660282394786	0.3466355112669769	0.11380340800333544	0.1893136296049119	0.4311134353019701	0.3624785808303989	0.6784411539140837	0.19318688893986694	0.1525051449505649	0.3392603526921341	0.31344060065960333	0.2235190956764209	0.3308106646667632	0.2550463628936793
TOL27	0.748926981296552	0.7826604288459763	0.2722926888347244	0.37672657205911925	0.6548622600852637	0.26490630136693405	0.4657757491773571	0.4895609838678822	0.41403386822890154	0.7098240995397048	0.6518009410680059	0.7732074121476951	0.6685873478129642	0.5241717986990331	0.688085569229067	0.36969509441606324	0.30001343007790887	0.6536110604799483	0.7456633280029056	0.29228592401021275	0.38302258000089656	0.5684290367034914	0.6630950428837223	0.6004991442711326	0.512457580361399	0.4213127221603769	0.5354770069985115	0.35510332469049594	0.4693484336051112	0.5780623228577426	0.6163497511843815
TOL28	0.4991527994854715	0.584553732287127	0.1397168401377122	0.19036569276421356	0.4533481564005213	0.13041359889597803	0.5977336201019997	0.2380817881095577	0.19480958918470595	0.33130657693358795	0.3240917608186143	0.3824363812314271	0.34789149807841213	0.3802041710082284	0.28327418668251325	0.8709984955692356	0.1477484108135315	0.2889321937379843	0.344478762004204	0.5015193661446693	0.22521396493604018	0.26432085670716077	0.26869579707830515	0.28471830067198883	0.18236444780514818	0.2022653079186125	0.3401785540553494	0.20396369995924518	0.24304015353886405	0.3798679257295737	0.31353565147999174
TOL29	0.7213263819230565	0.5540442042234014	0.45589781103884586	0.5374085119622591	0.6411802438074966	0.4331827660571433	0.30922091697681126	0.6414312259342887	0.444495827342783	0.5703791752074929	0.5071507554169561	0.6086751002990384	0.4703437648376035	0.5606421881559078	0.537570611019571	0.2818847121233718	0.24346645989339025	0.5029784349583469	0.7301796697208031	0.4030982557348793	0.4703143252946567	0.44501462623369975	0.5935868516615599	0.45096259395932814	0.3909932643044171	0.6782377031061608	0.3011988781496866	0.36317670061893104	0.4645215916932652	0.5383798066241834	0.5265014551184992
TOL30	0.7805433197042807	0.7399822473248777	0.3167834165849295	0.43914143739467987	0.6612421166259901	0.3256904809690066	0.47695672072692763	0.5314897969735966	0.4453268268185274	0.6682149172763814	0.6268788213873244	0.7589609819738797	0.7218842601642169	0.5099361848652136	0.6512679422158825	0.3678203953777054	0.32427959905700343	0.5877636397170222	0.7231294668635638	0.3403081709694112	0.4317094357428193	0.47374044712563873	0.6742460429399919	0.5018268276678521	0.4896901827056762	0.4618354501639842	0.4748012727513949	0.4267659997688117	0.5828243896442028	0.6013478445644949	0.6075903703066527
TOL31	0.7076186994863792	0.709207576599464	0.38041051588102615	0.36040147183897364	0.7090029310404159	0.3892483281206097	0.40514202495966606	0.4269101119004677	0.3910921585374967	0.654940923253117	0.6268105217609491	0.6017531544534127	0.4228876276163458	0.44434435307589654	0.4787152863011232	0.20951392807275415	0.2610521613153629	0.6244085417911488	0.557977509709573	0.5173178416745189	0.6000006001833845	0.6470559636908927	0.552023609275409	0.28679365823090297	0.30667751948870775	0.2851138291555998	0.4421297935780401	0.3046656650437062	0.4167638034484226	0.5182897654705134	0.6000216856225342
TOL32	0.7901843121070253	0.7151934307028958	0.35576988796332537	0.5548916965891039	0.6648232838702044	0.3554545413210192	0.44196946040548896	0.5749534986960398	0.43824540468628037	0.6602705379964757	0.5809681280915099	0.6960622738078922	0.47555477405190555	0.5407283115641273	0.47377009222874045	0.26157032268864255	0.29166202793328433	0.6665109140735752	0.6435161347889996	0.6420814796657822	0.4521157112461563	0.40681935610712006	0.5350085196633658	0.36306872137301915	0.41955059973171566	0.3987238470352959	0.4839589307594836	0.39278880069842115	0.47252309891127775	0.5703293870868822	0.6651014864532981
TOL33	0.7350768963172583	0.7463202175044601	0.2949865876154881	0.4219823632935607	0.6051723427039609	0.26905898569230347	0.395267228637234	0.4918470690523731	0.5655013234640603	0.6929417771670205	0.7009663761163434	0.7695626718295742	0.6667738635670915	0.508163134243034	0.6999218876503828	0.2895709961429765	0.26356111196102205	0.6179524077679892	0.6991271305814698	0.27578700515933896	0.38784429387388125	0.3725075382055388	0.6043647674386187	0.5392942177012432	0.48043509219520086	0.43094815740840264	0.44956128131908724	0.4970342185952836	0.48405042555315864	0.4488866693942376	0.6710227109663076
TOL34	0.6172108383111324	0.515409863450449	0.30390913710247613	0.36407394452170894	0.5710641381197785	0.32211541717994857	0.3939370996811545	0.4435002791782807	0.39784210219714883	0.5598532849443288	0.3699521188224728	0.729772304036205	0.5721512522702874	0.34737998735499165	0.47855071520745274	0.2655798084402899	0.24858255832182313	0.46765849324274883	0.8386765620643879	0.19463043746635733	0.3084132212376144	0.29537235152119407	0.4821118524684689	0.49335402853166316	0.5694386166843978	0.6103166022622438	0.5405696847554531	0.1939585480752445	0.4397264449132933	0.5586678950904213	0.5201529551098063
TOL35	0.5580199627113167	0.37281837754360503	0.23643802294184335	0.4342524000300047	0.3992391774836211	0.2570462394598848	0.25164885200361353	0.6254367439052253	0.32062417531774684	0.4458859278164564	0.28704122303357665	0.3665350898399758	0.30537519448331485	0.402321741199626	0.3383609163622332	0.16143214029929953	0.17168774136761808	0.33018434391330964	0.42351376282347714	0.4287241315053544	0.2611122057642581	0.5563570445125134	0.4099062510377556	0.19088489776176634	0.2518126758612414	0.3249107707564678	0.2543602307985023	0.24601841058228313	0.3550536951764373	0.31125135255532693	0.3310831767351243
TOL36	0.5530818953635452	0.5925204845109701	0.20767531181856402	0.26958431500375857	0.4911691771379719	0.20141783983783515	0.43307632565737864	0.27767972160500726	0.23803957445002422	0.41567278158537385	0.44526533851244854	0.4878317344403336	0.4285990241219574	0.4317235439372642	0.3468535755972121	0.5195909898785513	0.19224687006230864	0.4568222321699754	0.5176624272205969	0.5488707338637195	0.36729915557173054	0.29604990309883744	0.4199647991659775	0.29489049311203924	0.25194136813702533	0.4269709867474948	0.321594290651821	0.23032118566367493	0.3068950850946046	0.4508456956912588	0.4345312887590006
TOL37	0.6333446215166132	0.49337333147900214	0.35899174459659944	0.3544924508104265	0.6154757664505134	0.3995071291421117	0.26271295377251896	0.4101113993483694	0.24748862713319558	0.5749730193815662	0.45748862157189174	0.6470848500250626	0.5478326951246701	0.5350713176943589	0.4253972561204819	0.20375338502876078	0.30614655718580214	0.5224791124167673	0.6412620957951907	0.6446522829487009	0.4897951212233696	0.5697715435894066	0.4196888034345747	0.44368251969445227	0.42053389923434203	0.3235427818584292	0.269908895468798	0.25085627371576913	0.4085143974590295	0.9022541816126427	0.564234793459353
TOL38	0.43677134606580936	0.300585832888297	0.23456599413104515	0.34857662554901747	0.306086821862885	0.24814387638146962	0.13826615119148886	0.30477818452397976	0.24574960796134085	0.33079169169060213	0.28021576416757793	0.3790855419968744	0.37300196677304004	0.27267703893333745	0.2594618529836464	0.17048167623711444	0.20594182385366797	0.3228645899407534	0.6879984291611541	0.13919117228041752	0.26196130277499535	0.20334715321850194	0.4079859496407076	0.21691543454383624	0.2520351670783279	0.9429954574550679	0.17076832369658	0.17042075204061968	0.27518949742503895	0.3987344407128614	0.3441501052640143
TOL39	0.7223316383251678	0.7893494471538317	0.31753054098789385	0.38315274721492865	0.5828833221073436	0.2796850357043622	0.4437434727569338	0.3909777331860783	0.6086930918053929	0.6394038210844435	0.7218616890466758	0.6632869783717517	0.6014433863818993	0.5214238252861089	0.709690565362663	0.429384511530866	0.2578144021372321	0.6034625268270121	0.6755793824043884	0.2525486209094983	0.3891755870066017	0.3609846661886441	0.5157956834163481	0.511078330376854	0.512903949207538	0.4380302643116741	0.43109463116144325	0.5310784794192472	0.4736540682339097	0.4878135947312146	0.5815183617781137
TOL40	0.5076705919784779	0.5480418548218072	0.22892436240839972	0.29123560056776904	0.28446098237100476	0.1894009865519935	0.22388312499552535	0.22975785347400846	0.4018006126725558	0.4954804935393333	0.4144823047794991	0.3642906866454451	0.360945948546126	0.6376913477624621	0.6080749350105259	0.16976691173056951	0.17230177487314283	0.36869176270816023	0.3355820360912654	0.458370659240438	0.30618600182542305	0.27751795556025427	0.3244565253748705	0.22573379799492674	0.26595434658649847	0.24809858754974076	0.2043425206200686	0.45320848271945513	0.28113193652138646	0.44659181548257393	0.3580785298651511
TOL41	0.4909339377963204	0.3851219090709828	0.2509524259695029	0.3200274658147178	0.4261931358406548	0.2469556994640345	0.19573037342596347	0.39831595453891905	0.3613098681062437	0.5446877789750293	0.30908275268315855	0.5213609265949813	0.3381757514167641	0.6246501689264085	0.34837037027327344	0.1552952666748735	0.25609844552235034	0.4722307218169574	0.4711472952337775	0.4341098392132894	0.4410193421090744	0.42935182918654013	0.4200862929050219	0.22768643335376393	0.24674231318437156	0.3271417191927388	0.13230465673751043	0.231014546804509	0.2879081258288141	0.5037407955113357	0.4267573886528954
TOL42	0.7209156709216592	0.7052468098411142	0.30811224505400975	0.3877117855253392	0.5697633076706733	0.3100610812419978	0.3264994204278949	0.4767437112616083	0.4183962811835168	0.5995939959156753	0.5838869676957735	0.5826684169607563	0.5852717052088373	0.5341650938431913	0.7044452667423644	0.28820065449317933	0.24338493566115058	0.5198134397960773	0.5477806420358785	0.2601793493598534	0.31904429617242697	0.4149991748637427	0.5342465399146865	0.4208990052016714	0.42881023292377873	0.3320933240382949	0.3449538950062459	0.41295641277304407	0.42319291940291376	0.5853717908005467	0.5736968275303218
TOL43	0.5658878979619905	0.4716570471128881	0.2821737166672147	0.40750962905801097	0.46633738279532844	0.2732014275440616	0.25482666719329605	0.4311471849528408	0.32161656541506506	0.4682369750251462	0.41030000716218035	0.5758024143606596	0.6457289206659985	0.41936866233076286	0.4079083952382654	0.23066793861515628	0.2638977370658482	0.46744187400568676	0.6001696486456912	0.21810305603303035	0.3833990298010209	0.3103054768687335	0.564856570845201	0.3522024224859142	0.32147923168780146	0.47565503620536786	0.24175664491461576	0.3116481163402343	0.355552955306185	0.4433489088858925	0.5791686305787732
TOL44	0.6939917476005095	0.6695690187176082	0.2570828399120791	0.34468916983917874	0.6509353564750252	0.268038899295337	0.3299780707485848	0.4448776125908301	0.3637331828718793	0.5655313334009073	0.6531089031693001	0.7183293018924082	0.6750961669583142	0.4526462140627578	0.49180568088003085	0.2070626037541827	0.3910948458172071	0.5938406910325587	0.6867877861533066	0.5586649790109322	0.5474916532239396	0.4319781961756283	0.6288551644533221	0.4371132319507741	0.5041210946421056	0.34608882464223883	0.39776470208468706	0.344639722785797	0.4859121786693033	0.6380268076662817	0.6510912930539288
TOL45	0.7487727362947336	0.6953656637434495	0.5020841556323244	0.4151527375338081	0.7541510494571225	0.46930441290454233	0.42335641370930954	0.4184984213003584	0.383548532267859	0.6634695349332421	0.6978034052251103	0.7028734243194579	0.574582344821557	0.44426275350437505	0.5844384261632573	0.36468856861278465	0.2741585547288173	0.6263677713785906	0.7189600094471151	0.31629171262736683	0.4966852805236186	0.34832064776535276	0.5820533548272104	0.5758784356400365	0.46699606370443597	0.4941733261283624	0.4792535766637156	0.3243443268523428	0.4584029259884173	0.527523823242625	0.5659972938093243
TOL46	0.5223649526111729	0.41714809410856346	0.28869693202013125	0.3458331137928954	0.41417396621483255	0.2637911257486316	0.22853931860817098	0.3876491620845405	0.25206969690171416	0.44761267887030876	0.3554830274024529	0.5083210309282927	0.5648353682537507	0.3040878395672745	0.44036372239618277	0.1753148033550726	0.22400037227491917	0.4009362334743632	0.642610169894187	0.18635539515197763	0.32619797837048475	0.4295112272499782	0.4909708812057193	0.31063418145198285	0.3582039769603878	0.4400601715138769	0.2964933580210791	0.2674271057248799	0.3831592263281668	0.4827747849977203	0.5118866131095814
TOL47	0.6651890525859154	0.634782925167509	0.2585443092796322	0.34404111496434414	0.5968134959246387	0.2710879300201512	0.33444961449954447	0.4562045993929468	0.32036779135751603	0.5431903314774021	0.6838658509467376	0.709411802134854	0.6417402790953713	0.38802065876506026	0.5422316262436123	0.2126401685190878	0.24715911677598298	0.622506462451689	0.616235602383964	0.26839458268286986	0.5070484982043357	0.43669888664525935	0.5869890739549437	0.3978490747232772	0.38157436858685706	0.36603281511829044	0.4255054006950077	0.3613776064344336	0.582645533520976	0.541570033748912	0.5830887884255127
