,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ilAbrTril1_SOM,0.292018654230513,0.103237841439041,0.0563517654896735,0.0483197868087941,0.0754963357761492,0.00340839440373085,0.011601598934044,0.173585609593604,0.139984676882079,0.0253964023984011,0.000579613590939374,0.000267155229846769,0.0681938707528314,8.72751499000666e-05,4.06395736175883e-05,6.46235842771486e-05,0.000163224516988674,0.000118587608261159,0.00107928047968021,4.66355762824783e-06
ilAbrTrip1_SOM,0.0510787191460974,0.199591060707138,0.456973315543696,0.00706470980653769,0.0131827885256838,0.0565243495663776,0.112951967978652,0.0114989993328886,0.0877645096731154,0.000625083388925951,0.000497665110073382,0.000885923949299533,0.000134089392928619,7.87191460973983e-05,7.93862575050033e-05,4.26951300867245e-05,0.000221480987324883,4.33622414943296e-05,0.000729819879919947,3.13542361574383e-05
ilAceEphe1_SOM,0.295234312416555,0.0605967957276368,0.058020694259012,0.06093391188251,0.0402556742323097,0.0025347129506008,0.00311348464619493,0.205989986648865,0.255192923898531,0.00403404539385848,0.000477303070761015,0.000462616822429907,0.00427770360480641,0.00713818424566088,0.000136181575433912,6.54205607476635e-05,5.87449933244326e-05,0.00139986648865154,6.1415220293725e-05,1.60213618157543e-05
ilAchFlav2_SOM,0.105344990548204,0.30129584120983,0.243887996219282,0.040069943289225,0.0327358223062382,0.00356049149338374,0.0349206049149338,0.0925047258979206,0.0909650283553875,0.00601937618147448,0.00113232514177694,0.000637996219281664,0.0456852551984877,0.000189035916824197,0.00010538752362949,0.000111058601134215,0.000477315689981096,0.000226843100189036,9.68809073724008e-05,3.30812854442344e-05
ilAclCris2_SOM,0.190518791946309,0.223136912751678,0.0984409395973154,0.201012080536913,0.0229590604026846,0.0051489932885906,0.0753208053691275,0.119689261744966,0.0160134228187919,0.00661677852348993,0.00213825503355705,0.00126778523489933,0.0363610738255034,0.000125503355704698,8.18791946308725e-05,8.52348993288591e-05,0.000240268456375839,6.44295302013423e-05,0.000573825503355705,0.000204697986577181
ilAclEmar1_SOM,0.233837675350701,0.155146960587842,0.303048764195057,0.112699398797595,0.0318390113560454,0.00855243820975284,0.111194388777555,0.0362885771543086,0.00242217768871075,0.00192317969271877,0.000287909151636607,0.000297929191716767,0.00220975283901136,4.34201736806947e-05,1.87040748162993e-05,2.47160988643955e-05,4.87641950567802e-05,7.88243152972612e-05,1.26920507682031e-05,2.47160988643955e-05
ilAclLite1_SOM,0.260134178905207,0.336681575433912,0.201949933244326,0.0284739652870494,0.0327356475300401,0.00649666221628838,0.0345233644859813,0.00743257676902537,0.0544058744993324,0.00326702269692924,0.00480574098798398,0.0244392523364486,0.000375834445927904,0.00117156208277704,4.67289719626168e-05,1.20160213618158e-05,0.00039652870493992,1.33511348464619e-05,0.00262550066755674,1.26835781041389e-05
ilAclSpar1_SOM,0.0913433333333333,0.365740666666667,0.288248,0.0315486666666667,0.025986,0.00652733333333333,0.023274,0.0672206666666667,0.086744,0.000999333333333333,0.00701133333333333,0.00120133333333333,0.00170133333333333,0.000109333333333333,3.46666666666667e-05,3.66666666666667e-05,9.8e-05,0.00181733333333333,5.4e-05,0.000304
ilAcrAcer1_SOM,0.368702057067021,0.137225613802256,0.312050431320504,0.0366078301260783,0.00969409422694094,0.00362707365627074,0.0319449236894492,0.0166091572660916,0.00291041804910418,0.001271400132714,0.000917053749170537,0.00365295288652953,0.0731512939615129,9.88719309887193e-05,0.000243530192435302,2.45520902455209e-05,0.0011227604512276,3.3178500331785e-05,0.000101526211015262,1.12806901128069e-05
ilAcrLepo1_SOM,0.203802535023349,0.188420280186791,0.384759839893262,0.112451634422949,0.077368245496998,0.00240160106737825,0.00345496997998666,0.0080787191460974,0.0056577718478986,0.00590460306871248,0.000849232821881254,0.00401601067378252,0.00115943962641761,8.47231487658439e-05,0.00143295530353569,7.87191460973983e-05,3.33555703802535e-05,2.80186791194129e-05,8.00533689126084e-06,9.33955970647098e-06
ilAcrPsix1_SOM,0.121208250166334,0.31273253493014,0.214560212907518,0.102590153027279,0.113964071856287,0.00166600133067199,0.00632335329341317,0.0149580838323353,0.0175222887558217,0.0735721889554225,0.0169461077844311,0.000604125083166999,0.00230073186959414,0.000147704590818363,0.000115103127079175,5.25615435795076e-05,0.000206254158349967,0.000248170326014637,0.000165668662674651,0.00011643379906853
ilAcrSuav1_SOM,0.0678158458244111,0.168506959314775,0.227277301927195,0.0369769807280514,0.167905781584582,0.0203731263383298,0.00382655246252677,0.0317564239828694,0.19269539614561,0.0623517130620985,0.000310492505353319,0.0176809421841542,0.00142505353319058,5.6745182012848e-05,0.00065203426124197,6.20985010706638e-05,0.000191648822269807,5.19271948608137e-05,3.58672376873662e-05,4.71092077087794e-05
ilAglIoxx1_SOM,0.168912,0.174418666666667,0.333236666666667,0.163486,0.09335,0.00920133333333333,0.019196,0.0236373333333333,0.00320733333333333,0.00862266666666667,0.000216,0.000324,0.001586,7.73333333333333e-05,0.00012,0.000129333333333333,6.66666666666667e-05,0.000184,2.6e-05,2.66666666666667e-06
ilAglUrti1_SOM,0.0300525265957447,0.113555186170213,0.662598404255319,0.017655585106383,0.0205099734042553,0.00230452127659574,0.00183045212765957,0.100990026595745,0.00427460106382979,0.0310731382978723,0.000783909574468085,0.000318484042553192,0.00101529255319149,0.00692353723404255,1.26329787234043e-05,0.000376994680851064,0.00538364361702128,1.9281914893617e-05,6.58244680851064e-05,0.000255984042553192
ilAgoAren1_SOM,0.291620927318296,0.148649122807018,0.116706140350877,0.0547080200501253,0.0218320802005013,0.00191604010025063,0.0133721804511278,0.15062030075188,0.177684210526316,0.00525187969924812,0.00124749373433584,0.0134053884711779,0.000407268170426065,0.000295112781954887,0.000736842105263158,3.32080200501253e-05,0.000174812030075188,6.265664160401e-06,0.000401002506265664,0.000931704260651629
ilAgoSubp1_SOM,0.102842128216311,0.575723942433493,0.110075447012647,0.0704548626253816,0.0308456170955081,0.00387832533798517,0.0834866986480593,0.0132638464893153,0.00465983427823812,0.00244003488879198,0.000311382468382032,0.000509376362843437,0.000419101613606629,4.84081988661143e-05,0.000445268207588312,2.57304840819887e-05,0.000460968163977322,3.6197121674662e-05,1.52638464893153e-05,5.75665067597034e-05
ilAgrAura1_SOM,0.0682943112364833,0.204219087917254,0.208157968970381,0.217728725905031,0.013238834038552,0.00996614950634697,0.0531734837799718,0.0508486130700517,0.0438796426892337,0.12586929948284,0.000296661965209215,0.00280912082745651,0.000503055947343677,0.000239304184297132,8.41560883874001e-05,0.000123178185237424,5.45369064409967e-05,0.000464033850493653,4.70145745181006e-05,2.82087447108604e-06
ilAgrCirc1_SOM,0.101454,0.215919333333333,0.215130666666667,0.184634,0.0954766666666667,0.006436,0.0195373333333333,0.107212,0.00885533333333333,0.040956,0.000334,0.00196133333333333,0.000677333333333333,6.13333333333333e-05,0.000168666666666667,0.000260666666666667,0.000580666666666667,6.46666666666667e-05,0.000252666666666667,2.73333333333333e-05
ilAgrGeni1_SOM,0.14373691186216,0.303951623591783,0.00450099403578529,0.0102306163021869,0.0087375745526839,0.00644400265076209,0.0075142478462558,0.00170576540755467,0.00246056991385023,0.00145526838966203,0.505116633532141,0.000752153744201458,0.00187740225314778,9.01259111994698e-05,5.89794565937707e-05,2.78330019880716e-05,0.000113320079522863,0.000371769383697813,0.000846255798542081,7.95228628230616e-06
ilAgrLota1_SOM,0.0890983935742972,0.195387550200803,0.263566265060241,0.0232791164658635,0.0314036144578313,0.0778186077643909,0.0112617135207497,0.0217764390896921,0.00710174029451138,0.00267402945113788,0.000382195448460509,0.272457831325301,0.000458500669344043,0.000674029451137885,0.000260374832663989,1.67336010709505e-05,0.00215796519410977,0.000106425702811245,9.17001338688086e-05,2.67737617135207e-05
ilAgrMaci1_SOM,0.0859307128580946,0.418848101265823,0.102462358427715,0.00849033977348434,0.0617788141239174,0.0148827448367755,0.0450606262491672,0.214343104596935,0.0454503664223851,0.000938041305796136,0.000239173884077282,0.000865423051299134,0.000144570286475683,0.000169886742171885,0.000108594270486342,9.12724850099933e-05,5.52964690206529e-05,4.53031312458361e-05,3.53097934710193e-05,5.99600266489007e-05
ilAgrMarg1_SOM,0.0352121414276184,0.269891927951968,0.02052368245497,0.26340960640427,0.0401440960640427,0.00724349566377585,0.0363268845897265,0.109298198799199,0.0378278852568379,0.00137224816544363,0.000701801200800534,0.176166777851901,0.000375583722481654,0.000981987991994663,0.000110740493662442,0.000100733822548366,5.87058038692462e-05,5.7371581054036e-05,9.60640426951301e-05,0.00010006671114076
ilAgrTris1_SOM,0.0776592122830441,0.463201935914553,0.0947773698264352,0.029923564753004,0.144149198931909,0.065043391188251,0.0533414552736983,0.0643117489986649,0.00474732977303071,0.000326435246995995,0.000231642189586115,0.00194025367156208,0.000136181575433912,2.60347129506008e-05,2.0694259012016e-05,2.63684913217624e-05,2.63684913217624e-05,4.97329773030708e-05,2.20293724966622e-05,3.90520694259012e-05
ilAlcRepa2_SOM,0.166020053475936,0.280149064171123,0.00451470588235294,0.00630080213903743,0.00589973262032086,0.00550133689839572,0.00688836898395722,0.000953208556149733,0.00198863636363636,0.00344117647058824,0.513879679144385,0.00129879679144385,0.00196791443850267,8.28877005347594e-05,1.7379679144385e-05,1.60427807486631e-05,0.000343582887700535,0.000550802139037433,0.000173128342245989,1.27005347593583e-05
ilAllOxya1_SOM,0.145285939139559,0.15339611752361,0.308278593913956,0.0645582371458552,0.0212780692549843,0.00382738719832109,0.0181143756558237,0.0728347324239245,0.0347014690451207,0.175815320041973,0.000198321091290661,0.000793284365162644,0.000242392444910808,0.000489506820566632,3.83001049317943e-05,3.30535152151102e-05,3.77754459601259e-05,8.39454354669465e-06,4.72193074501574e-05,2.1511017838405e-05
ilAlsAesc1_SOM,0.134864245810056,0.466291620111732,0.119035754189944,0.0962743016759777,0.0551156424581006,0.0025,0.0681351955307263,0.0108536312849162,0.0304882681564246,0.00260614525139665,0.000431284916201117,0.000184916201117318,0.000544134078212291,0.000401117318435754,3.96648044692737e-05,0.00220167597765363,0.000218994413407821,0.00970335195530726,1.22905027932961e-05,9.77653631284916e-05
ilAmpBerb1_SOM,0.0679633333333333,0.262620666666667,0.244316,0.0353066666666667,0.0218533333333333,0.007744,0.303801333333333,0.0242326666666667,0.0244206666666667,0.005018,0.000484666666666667,0.000654,0.000629333333333333,0.000107333333333333,2.33333333333333e-05,6e-05,0.000551333333333333,0.000153333333333333,5.4e-05,6e-06
ilAmpLuce6_SOM,0.0462234273318872,0.33377169197397,0.196699566160521,0.0529240780911063,0.102629067245119,0.0616090021691974,0.0409441431670282,0.0260140997830803,0.00532754880694143,0.0926090021691974,0.000258134490238612,0.0391681127982646,0.00137527114967462,7.80911062906725e-05,0.000139913232104121,6.23644251626898e-05,5.63991323210412e-05,6.45336225596529e-05,3.9587852494577e-05,5.96529284164859e-06
ilAmpOcul1_SOM,0.0627054329371817,0.525507215619694,0.140215619694397,0.0596324278438031,0.0366048387096774,0.0107529711375212,0.0604584040747029,0.00891808149405772,0.00591808149405772,0.0652682512733447,0.000191850594227504,0.0129015280135823,0.00965662139219015,0.000407470288624788,0.000117996604414261,0.000101867572156197,0.000269524617996604,3.60780984719864e-05,4.83870967741935e-05,0.000287351443123939
ilAmpTrag2_SOM,0.0564970019986676,0.33525016655563,0.194826115922718,0.0232954696868754,0.165196202531646,0.0263970686209194,0.168916389073951,0.0131875416389074,0.00216489007328448,0.00198201199200533,0.000240506329113924,0.00813391072618255,9.72684876748834e-05,3.03131245836109e-05,6.79546968687542e-05,1.86542305129913e-05,9.79347101932045e-05,0.00350966022651566,6.9620253164557e-05,2.13191205862758e-05
ilAnaInnx2_SOM,0.157948666666667,0.209672,0.188082666666667,0.102869333333333,0.077514,0.00278133333333333,0.00555733333333333,0.00794733333333333,0.00864133333333333,0.235365333333333,0.000379333333333333,0.00110266666666667,0.000994666666666667,5.53333333333333e-05,0.000346666666666667,0.000263333333333333,0.000304,0.000124,4.06666666666667e-05,1e-05
ilAnoMund1_SOM,0.0913850595452905,0.482186936124143,0.121035727174305,0.0937199566943342,0.0929003969686034,0.0295171418260556,0.0549960303139661,0.0206459761818838,0.00215445687477445,0.000861060988812703,0.000224828581739444,0.00568495128112595,0.000669794298087333,0.000201371346084446,7.36196319018405e-05,5.08841573439192e-05,0.00326705160591844,7.97546012269939e-05,0.00022807650667629,0.000116925297726453
ilAntCard3_SOM,0.0470359251968504,0.241253937007874,0.405739173228346,0.0281702755905512,0.0939768700787402,0.00369094488188976,0.00483562992125984,0.146197834645669,0.0228607283464567,0.000363188976377953,0.000571358267716535,0.000426673228346457,0.000376476377952756,0.0041136811023622,7.8740157480315e-06,4.47834645669291e-05,0.000156988188976378,0.000113681102362205,5.41338582677165e-05,9.84251968503937e-06
ilAntChix2_SOM,0.190634308510638,0.22883045212766,0.141324468085106,0.0121476063829787,0.220765292553191,0.00956183510638298,0.0128477393617021,0.125632978723404,0.00881515957446809,0.000453457446808511,0.000684175531914894,0.0448517287234043,0.000170212765957447,0.000254654255319149,2.72606382978723e-05,0.000142952127659574,0.000851728723404255,0.000100398936170213,0.000700132978723404,0.00120345744680851
ilApaEpom1_SOM,0.176982707509881,0.168440711462451,0.340862648221344,0.0217302371541502,0.0436867588932806,0.00404792490118577,0.0402677865612648,0.0430647233201581,0.145684288537549,0.000675889328063241,0.00136017786561265,0.0125583003952569,0.000243577075098814,4.29841897233202e-05,7.41106719367589e-06,3.50790513833992e-05,6.86758893280632e-05,0.000116106719367589,4.29841897233202e-05,8.10276679841897e-05
ilApaMono1_SOM,0.284507651363939,0.174407185628743,0.44575249500998,0.0250179640718563,0.0128443113772455,0.00371723220226214,0.0246753160345975,0.00344311377245509,0.00323885562208916,0.00603393213572854,0.00157551563539588,0.000173652694610778,0.00401596806387226,0.000579507651363939,9.98003992015968e-06,0.000331337325349301,0.000743180306054558,8.64936793080506e-06,9.84697272122422e-05,0.00882568196939454
ilApaSord1_SOM,0.161626746506986,0.160559547571524,0.287141716566866,0.0575595475715236,0.0556786427145709,0.0042022621423819,0.0966839654025283,0.0468043912175649,0.110296074517631,0.0113313373253493,0.000560212907518297,0.00585429141716567,0.000859614105123087,9.58083832335329e-05,2.39520958083832e-05,0.000154357950765136,0.000357950765136394,0.000111111111111111,3.85894876912841e-05,5.98802395209581e-05
ilApeSyri1_SOM,0.0964492291334397,0.201711323763955,0.347531632110579,0.0397575757575758,0.0599261031366295,0.006528442317916,0.110276448697501,0.0249245082402977,0.110497076023392,0.000841041998936736,0.000455608718766613,0.000206804891015417,0.000220095693779904,0.000376927166400851,5.103668261563e-05,5.52897395002658e-05,3.34928229665072e-05,5.31632110579479e-05,5.58213716108453e-05,4.83785220627326e-05
ilAplEffo1_SOM,0.221378432685867,0.0478834561286001,0.369290689886135,0.0323201607501674,0.0164058941728064,0.0012906898861353,0.00232752846617549,0.270640321500335,0.035748158070998,0.00108506363027461,0.000198258539852646,0.000665773610180844,0.000215003348961822,0.000128600133958473,5.62625586068319e-05,0.00010649698593436,6.09511051574012e-05,2.67916945746818e-05,0.000151373074346952,2.00937709310114e-05
ilApoBetu1_SOM,0.0598965977318212,0.531390593729153,0.175439626417612,0.0229789859906604,0.0547068045363576,0.00518879252835223,0.107387258172115,0.0360630420280187,0.00134923282188125,0.00397865243495664,0.00035256837891928,0.000713475650433622,0.000354569713142095,2.06804536357572e-05,3.33555703802535e-06,1.53435623749166e-05,5.50366911274183e-05,1.9346230820547e-05,2.00133422281521e-06,8.40560373582388e-05
ilApoBist1_SOM,0.115593854375417,0.179595858383434,0.195106880427522,0.143225116900468,0.183204408817635,0.00695190380761523,0.00424716098864395,0.099124916499666,0.0694295257181029,0.00136005344021376,0.000406813627254509,0.000849031396125584,0.000322645290581162,9.4188376753507e-05,0.000112892451569806,1.67000668002672e-05,3.07281229124916e-05,1.73680694722779e-05,0.000291917167668671,1.80360721442886e-05
